"tau","beta1","beta3","beta.sd","omega","rho","FOI.0","I.0","seed","country","LogLik","seLogLik"
-1.51633443643699,-11.4822004844145,-10.1457724283668,-14.2968380925693,1.2197270019314,Inf,0,0,315926355,"Australia",-571.05629488816,1.4219124882545e-07
-1.52488749897948,-11.4726311046595,-10.1484866822553,-14.8720629096727,1.22129170659698,Inf,0,0,323095800,"Australia",-570.794741226623,1.32144908170232e-07
-1.55832040816368,-11.4933962454669,-10.1366522595992,-18.3266849058447,1.25157255877586,Inf,0,0,401383523,"Australia",-573.342876521787,3.8765080507018e-09
-1.55192674974948,-11.4557309355194,-10.1321823513674,-17.2418780993946,1.24336744268816,Inf,0,0,909897679,"Australia",-573.228663674138,1.0513602157582e-08
-1.5409305731038,-11.4526238721488,-10.1402807504039,-6.36989646888474,1.27789849403701,Inf,0,0,412873569,"Australia",-572.478281530612,0.00050154998550187
-1.51750097314382,-11.4418332298146,-10.1399979766017,-4.07905850709345,1.24194606929054,Inf,0,0,1040935570,"Australia",-571.422930506233,0.006121834899582
-1.54896177889976,-11.5180178391971,-10.1373901334524,-13.1882005527956,1.22934397517137,Inf,0,0,606693371,"Australia",-573.139953131793,6.10633892723163e-07
-1.51008592016595,-11.4763465406401,-10.1387082626715,-15.156762010676,1.22038733811428,Inf,0,0,841122971,"Australia",-571.741396528829,7.96014372861274e-08
-1.52580229560599,-11.4414650411822,-10.1371776318811,-3.8864223928676,1.22022508480284,Inf,0,0,293609406,"Australia",-571.703750482955,0.0104539902259136
-1.51153856649903,-11.462707379077,-10.1481204280593,-10.6618695610674,1.24937962045159,Inf,0,0,395524319,"Australia",-570.785409112668,7.0028863144716e-06
-1.49252871484621,-11.4860447081793,-10.147878311801,-12.9209686716606,1.23508577428404,Inf,0,0,713181393,"Australia",-570.724245468209,8.37171843626213e-07
-1.51768553910893,-11.5137293800788,-10.1377199850218,-15.9770946469229,1.21050363623855,Inf,0,0,810917220,"Australia",-572.383313860322,5.73485633167696e-08
-1.53282277191477,-11.4641375762066,-10.1354628697075,-11.557151760501,1.24655021635771,Inf,0,0,638690220,"Australia",-572.546939288928,3.18732558877438e-06
-1.50955569282601,-11.4796466028324,-10.1476205672598,-25.6501023160673,1.24875834597885,Inf,0,0,534135290,"Australia",-570.979558203482,1.6484547912066e-12
-1.50960514403456,-11.4686553622413,-10.1402307319635,-15.5181524555374,1.23803041359938,Inf,0,0,160123426,"Australia",-571.583430790228,4.76231351476271e-08
-1.51529061079772,-11.4436717831967,-10.1416596805345,-15.8582023278733,1.24923020848949,Inf,0,0,246653855,"Australia",-571.351354661154,3.42916365451506e-08
-1.51755431708941,-11.5143647301465,-10.1440756717711,-9.49616374339751,1.23562304435009,Inf,0,0,974034802,"Australia",-571.756066415054,1.74438184385548e-05
-1.53786672996543,-11.4693939080695,-10.1405627758098,-13.1927666024603,1.22923610246305,Inf,0,0,233918604,"Australia",-571.895480797398,3.51909863188791e-07
-1.5066020169533,-11.4686282258161,-10.1401059599353,-21.3510789158019,1.23128008684512,Inf,0,0,280264516,"Australia",-571.511869051492,1.96664417830626e-10
-1.52734562615956,-11.4903567448228,-10.1395199269889,-21.1027156999626,1.26391960232799,Inf,0,0,288411343,"Australia",-572.496212568824,3.32033454754155e-10
-1.52193548465732,-11.514245222157,-10.1390680643118,-13.3910409359263,1.25914956058889,Inf,0,0,814949164,"Australia",-572.707148758461,4.45069297799659e-07
-1.50909574669572,-11.4481879396597,-10.1381725942873,-6.49073409286844,1.24259643019296,Inf,0,0,548856584,"Australia",-571.660979712947,0.000512654942314042
-1.53056834229922,-11.4545158079275,-10.1363787427914,-17.2064809430339,1.25031900675201,Inf,0,0,32865823,"Australia",-572.330473067991,7.88105152737625e-09
-1.50168595530816,-11.464975806134,-10.1394642808964,-10.289269252648,1.23303380359097,Inf,0,0,588056744,"Australia",-571.514661523771,1.53757410632932e-05
-1.49272689348599,-11.4852618116601,-10.1418571212433,-9.46917927191376,1.2241263064072,Inf,0,0,297738848,"Australia",-571.315269884635,1.69301699229869e-05
-1.50612618513519,-11.4906880956684,-10.145573977033,-11.7677598202098,1.23869264773497,Inf,0,0,599217339,"Australia",-571.179928105207,2.88738448763521e-06
-1.49656536555867,-11.4720488084854,-10.1419302194703,-4.95178340939579,1.24055375648591,Inf,0,0,704847894,"Australia",-571.303913670327,0.00321874153198194
-1.52919992567391,-11.4606227340773,-10.1432295533726,-8.05777240670012,1.23210207561007,Inf,0,0,914361340,"Australia",-571.367795434007,0.000130273794152572
-1.49921044447974,-11.4835082354461,-10.1453484375576,-11.1553670836966,1.21429930485592,Inf,0,0,798266801,"Australia",-570.911896488956,5.16097984536486e-06
-1.52695906832495,-11.4579770030518,-10.138161206401,-6.01674704608507,1.26252491846616,Inf,0,0,543682877,"Australia",-572.255927236125,0.000682455146401278
-1.64200126777673,-11.4122573054923,-10.1342819095794,-2.11486150460646,1.22731478170138,Inf,0,0,374626013,"Australia",-571.681313693472,0.0324619002840556
-1.50792146671239,-11.4837283581266,-10.1422807674365,-18.0127802279438,1.23063723234261,Inf,0,0,68394639,"Australia",-571.429233525825,5.28798053541628e-09
-1.61133579266906,-11.4591721835723,-10.1369008164774,-2.45993785925813,1.26021085166482,Inf,0,0,815323090,"Australia",-572.498727364422,0.0289567894351484
-1.54297858296605,-11.4460975392302,-10.1388994903231,-9.15797368293151,1.24990529803823,Inf,0,0,515093004,"Australia",-572.146932041431,2.37148889647359e-05
-1.53263976799931,-11.4583043688374,-10.1374567574218,-12.6426485932299,1.23235782260434,Inf,0,0,424968143,"Australia",-572.089262461822,1.13148720742104e-06
-1.52182837472042,-11.4817789543748,-10.1402183445764,-16.1447224368285,1.23107671440694,Inf,0,0,569564846,"Australia",-571.831805581508,4.36294914840252e-08
-1.50122241699685,-11.4679556580283,-10.1463637090179,-5.34683784449447,1.24992918054022,Inf,0,0,1057547088,"Australia",-570.91409304219,0.00136360107592131
-1.53099065629432,-11.4867932130433,-10.1449369263519,-13.0262906833367,1.23101750740256,Inf,0,0,57328561,"Australia",-571.480777552974,7.28421443006119e-07
-1.48475571952848,-11.4699856178874,-10.148910249585,-8.11164589963068,1.2284928159149,Inf,0,0,891052732,"Australia",-570.358779213074,0.000105312938103013
-1.54979148093774,-11.4639455088479,-10.1363840322093,-2.65672229062246,1.23236294105837,Inf,0,0,621642548,"Australia",-571.75275878619,0.0238335383846535
-1.5138361933176,-11.4676635527737,-10.139438706292,-8.26220708497614,1.21552502674465,Inf,0,0,1028944224,"Australia",-571.584072668962,7.15473661587355e-05
-1.505718028131,-11.492710951505,-10.1419118510262,-14.9922712326119,1.23916410527057,Inf,0,0,132704422,"Australia",-571.623098868377,1.52423073401496e-07
-1.53108056806638,-11.4887536303439,-10.1400600218748,-17.7641792456889,1.23568397291997,Inf,0,0,237026810,"Australia",-572.11529544544,5.96459330916333e-09
-1.52921755761128,-11.4827360369253,-10.1421984580815,-9.1417950706366,1.25177515340743,Inf,0,0,866461201,"Australia",-571.930247315957,3.24050532061721e-05
-1.61195098040756,-11.452838222652,-10.145146454613,-2.58761370368037,1.23260991964358,Inf,0,0,218036938,"Australia",-571.415250529624,0.0167948047352031
-1.51773894062089,-11.4704867143543,-10.1406258147413,-17.2954396890312,1.23167965726669,Inf,0,0,913697827,"Australia",-571.604230862409,8.08640749063876e-09
-1.50528459880915,-11.4452169436231,-10.1452200411868,-4.3420903485156,1.23694478458444,Inf,0,0,566644045,"Australia",-570.706454659141,0.00345462091286024
-1.50035053751216,-11.4324954886471,-10.140896497632,-11.3202486635748,1.23742111079434,Inf,0,0,548787647,"Australia",-571.06903194777,3.0454520146969e-06
-1.57754340218786,-11.4332648114671,-10.1424102806415,-2.30801289263951,1.23816864164164,Inf,0,0,223169932,"Australia",-570.61913702542,0.045201255430356
-1.49625388864941,-11.4791814608264,-10.1437651633045,-25.5251792168014,1.23408668570766,Inf,0,0,413669610,"Australia",-571.121041636112,2.52283761476276e-12
-1.51615573944988,-11.4976340339666,-10.1430758716166,-9.1464876325273,1.24580736759986,Inf,0,0,590347618,"Australia",-571.740838573564,2.61007955371861e-05
-1.53392246457352,-11.4515992428316,-10.1395619487754,-3.1498738768726,1.22749225662624,Inf,0,0,961588835,"Australia",-571.418344426786,0.0108954728082365
-1.51793770982757,-11.4941766135496,-10.1400756923243,-8.53196433964576,1.24219684892302,Inf,0,0,1009225033,"Australia",-572.042412721941,7.05149973989048e-05
-1.51543312335721,-11.4890584585883,-10.1412243499197,-8.04225151381106,1.21672667058333,Inf,0,0,843784085,"Australia",-571.629679951924,8.56392165931746e-05
-1.61969842169113,-11.4302118439592,-10.1430047304145,-2.36876954514748,1.25041976705539,Inf,0,0,621307913,"Australia",-571.193657642786,0.0420855048502654
-1.50996022402607,-11.4572220690527,-10.1433981194902,-12.5097834175749,1.23781089937077,Inf,0,0,505622330,"Australia",-571.102159314213,1.30744258030425e-06
-1.48498730379073,-11.4482350772226,-10.1461346121154,-5.95999264697423,1.23434211081581,Inf,0,0,241099596,"Australia",-570.488765238439,0.000864851089286353
-1.50734193712552,-11.4529016724884,-10.1340833496484,-5.40707291208049,1.24031387220158,Inf,0,0,70491,"Australia",-572.181330468769,0.00143047137508117
-1.49465108129478,-11.4803454714394,-10.1495416584858,-6.49399007773656,1.24088370922684,Inf,0,0,960273313,"Australia",-570.55844075667,0.000549570054578108
-1.50172687853002,-11.4440516991563,-10.1403579953898,-12.8948031342127,1.24179454834827,Inf,0,0,676010415,"Australia",-571.279693905108,7.07140615106009e-07
-1.53000022486727,-11.4608701330346,-10.1344584905725,-12.2121752556706,1.24258261686261,Inf,0,0,287156356,"Australia",-572.552002007725,1.91548261214762e-06
-1.49810319526249,-11.4820058606024,-10.1485329541893,-13.2485273948544,1.25622131359741,Inf,0,0,161128575,"Australia",-570.88588881728,5.54408367254404e-07
-1.49496312182647,-11.4534846634527,-10.1369142956891,-8.36511253885084,1.24327745273831,Inf,0,0,476691375,"Australia",-571.741914999725,9.5979859165331e-05
-1.53058023797053,-11.4907248002044,-10.140599940752,-5.2193699517206,1.24822887261617,Inf,0,0,1051908987,"Australia",-572.189573409177,0.00135538051312984
-1.48508957231293,-11.4571811862165,-10.148108099538,-23.5180184753606,1.23588667893617,Inf,0,0,35346867,"Australia",-570.375696721402,2.16724064065091e-11
-1.53194992269618,-11.4940021508196,-10.139120214829,-13.9124515758556,1.2464772527536,Inf,0,0,525096202,"Australia",-572.423565028983,2.66381559198113e-07
-1.50356236618442,-11.4661481769836,-10.1397729119981,-8.32245132101799,1.23491875010429,Inf,0,0,450478838,"Australia",-571.522150662214,6.6628211082854e-05
-1.51547939832171,-11.4754613972225,-10.146559839687,-6.60195283246936,1.21926339492036,Inf,0,0,864043601,"Australia",-570.88717529926,0.000523454223979139
-1.48889891740905,-11.4934104522957,-10.1449107896573,-29.6504438551677,1.24382049275494,Inf,0,0,836626249,"Australia",-571.181613231892,4.16851744883514e-14
-1.53005958528764,-11.4680344565967,-10.1350781008753,-7.13757892070985,1.23684279301914,Inf,0,0,1054611678,"Australia",-572.496782404682,0.000336134790625007
-1.57245460807773,-11.467348656503,-10.1481362909345,-2.40371326127821,1.23942175059056,Inf,0,0,530308824,"Australia",-570.427739278562,0.0356189086447573
-1.51054192088891,-11.4591324033815,-10.1432523439908,-7.99075805279724,1.2314602053993,Inf,0,0,64091603,"Australia",-571.094303219908,0.000123193046026237
-1.65201286154051,-11.3796262627559,-10.1361549542559,-2.2682347454269,1.25632951351749,Inf,0,0,1016563089,"Australia",-571.829622686836,0.0336527126713192
-1.52453675005477,-11.4828194925433,-10.1416664096998,-12.2748261458426,1.23050581642378,Inf,0,0,307369800,"Australia",-571.705606545748,2.21178849224292e-06
-1.51656729543156,-11.4919032953036,-10.1430518842891,-15.6164856679797,1.24779144963716,Inf,0,0,378632052,"Australia",-571.701833082403,5.48662855932393e-08
-1.4991934767394,-11.4900996945619,-10.1407316145791,-7.56359694894454,1.24534145409564,Inf,0,0,882735765,"Australia",-571.729336841259,0.000156650787888771
-1.50324120126137,-11.4686212479663,-10.1455242504534,-5.83549763155061,1.22860233917371,Inf,0,0,1068046801,"Australia",-570.839288222032,0.000962200793165949
-1.5028032454453,-11.4664807094052,-10.1472955306171,-16.1584552431183,1.22935137708349,Inf,0,0,718546943,"Australia",-570.632648001835,2.25661291535119e-08
-1.49739040905955,-11.4705658552843,-10.1451300777307,-16.0008914289873,1.23932060821524,Inf,0,0,296684598,"Australia",-570.931817711681,5.84552255968864e-08
-1.53600294033861,-11.4333485210135,-10.1391519961173,-3.12134951109132,1.25174125351597,Inf,0,0,269277991,"Australia",-571.481608958147,0.0180426231491355
-1.55244289102626,-11.4710308848479,-10.1366286599866,-16.7218472622903,1.24045148950795,Inf,0,0,1049370687,"Australia",-572.791293458748,1.78988277697001e-08
-1.51162656509836,-11.4778639264546,-10.1409698935334,-25.4214524045588,1.23255595664028,Inf,0,0,1058608342,"Australia",-571.574358908573,3.20624653370497e-12
-1.54913597526827,-11.4089000386431,-10.1450546213584,-2.65265377561893,1.25378343265293,Inf,0,0,645812001,"Australia",-570.341334809546,0.0188238181555096
-1.57328539056534,-11.471016859631,-10.1329603655468,-6.18994683973467,1.2362714634597,Inf,0,0,193530785,"Australia",-573.755459180109,0.000726894303763425
-1.50990531915193,-11.4796729397433,-10.1404544662982,-20.1678166351667,1.22519146019217,Inf,0,0,589201732,"Australia",-571.587765716372,5.95790120143947e-10
-1.50498409531452,-11.4644828702127,-10.1410939958336,-10.8401451956552,1.22223433845937,Inf,0,0,736152644,"Australia",-571.282474183408,7.95988785729867e-06
-1.49658085500282,-11.4344546609192,-10.1394103817854,-12.2150615990284,1.24647170475592,Inf,0,0,323480898,"Australia",-571.309540151978,8.27209953849913e-07
-1.52464059513234,-11.5486543633632,-10.148876667219,-13.6940239661825,1.25294115651674,Inf,0,0,206837707,"Australia",-572.007175391101,3.24199092428683e-07
-1.62241100010733,-11.4517560915493,-10.1338135269722,-2.46656332481305,1.26972354119793,Inf,0,0,1833384,"Australia",-573.156361592131,0.0210171906173126
-1.50971913448032,-11.4480914892304,-10.1420242375551,-8.35179516284725,1.23214496788829,Inf,0,0,305930575,"Australia",-571.125562171276,6.14879196618159e-05
-1.50044286799547,-11.466596103309,-10.1432447732782,-13.8581579711762,1.2412355456111,Inf,0,0,99101277,"Australia",-571.146000428898,4.64061599502052e-07
-1.6398354579522,-11.4447272118999,-10.1300260094561,-2.32548155870654,1.29283350146098,Inf,0,0,873770343,"Australia",-573.912955777358,0.0436355345392071
-1.55593508523227,-11.4505606630638,-10.1403881451351,-2.74054665235097,1.26442042771618,Inf,0,0,402048020,"Australia",-571.580546125488,0.0147662080578038
-1.58231644441277,-11.4631503595188,-10.1470777021332,-2.44493959952097,1.2527969631986,Inf,0,0,1065270321,"Australia",-570.800114783523,0.0340968167674992
-1.51457588016381,-11.4566556290886,-10.1424887809794,-6.92407510179398,1.24365289476039,Inf,0,0,935197005,"Australia",-571.308874157952,0.000447492160511831
-1.58027838818799,-11.5310037473752,-10.1386131742914,-2.97635471549193,1.28956422596859,Inf,0,0,725900619,"Australia",-574.139364321095,0.0256110015306639
-1.52286052969509,-11.4486987353547,-10.1364438700975,-8.98244524641216,1.23434653076771,Inf,0,0,367622787,"Australia",-571.98325451615,2.25462083308993e-05
-1.51675403682082,-11.4817147640464,-10.1425867932636,-14.3956424853828,1.23871912412323,Inf,0,0,272579022,"Australia",-571.543139812594,1.6754167867198e-07
-1.49628239385743,-11.5010357737716,-10.1431934503972,-12.5853258816422,1.22878147496597,Inf,0,0,596071095,"Australia",-571.398538099217,1.15154824691289e-06
-1.6301591582249,-11.4250261255173,-10.1398747285966,-2.33556746738558,1.28013331485224,Inf,0,0,1020677620,"Australia",-572.006008765956,0.0462810236411186
-1.54921126341175,-11.4789314248864,-10.1445157818188,-3.11148060437945,1.21015916231728,Inf,0,0,251159084,"Australia",-571.255363830418,0.0125787055765575
-1.51873102513458,-11.4741974481359,-10.1401846241933,-8.5807382163362,1.23837511224315,Inf,0,0,185154028,"Australia",-571.766093203379,5.77283622668177e-05
-1.56571565495275,-11.5242734755819,-10.1430940012413,-5.61825799903282,1.25061079548065,Inf,0,0,460477362,"Australia",-573.140266356323,0.00158294857058605
-1.50983533026346,-11.456593700894,-10.1392109012768,-12.228979198108,1.23542215280366,Inf,0,0,360696320,"Australia",-571.562343802853,2.43150815024668e-06
-1.51494898024759,-11.4488000677696,-10.1406464309711,-7.83681686173741,1.24025913335828,Inf,0,0,611488679,"Australia",-571.417619386533,0.000162243482694454
-1.51977189342174,-11.4837231314626,-10.1401928965971,-9.03576260125427,1.20930976442853,Inf,0,0,786821793,"Australia",-571.728383049222,4.21624640787376e-05
-1.50848537249531,-11.4622170784806,-10.1364444993821,-21.8978302220475,1.26184023491245,Inf,0,0,398887187,"Australia",-572.254915920448,8.50917016838382e-11
-1.57516396839917,-11.4234967008736,-10.1387419190475,-2.35615085233383,1.24633921204624,Inf,0,0,310433983,"Australia",-570.988478311152,0.0311221016965948
-1.5097286663277,-11.4584958821795,-10.1378256071309,-14.511058855993,1.2342005656818,Inf,0,0,277641712,"Australia",-571.74046425341,1.63313114917976e-07
-1.50881040746601,-11.4704171977138,-10.1438419411987,-8.21845840285305,1.2477340703866,Inf,0,0,34705621,"Australia",-571.271465550179,3.73356080142399e-05
-1.48974039531237,-11.4748552962503,-10.1405867053613,-20.7125835912916,1.2338886795844,Inf,0,0,432887630,"Australia",-571.393482144462,2.52525792939354e-10
-1.49978127009264,-11.4592490339358,-10.1419061955174,-5.08706131229472,1.24496582282477,Inf,0,0,895837338,"Australia",-571.252858009499,0.00184493964068259
