"tau","beta1","beta3","beta.sd","omega","rho","FOI.0","I.0","seed","country","LogLik","seLogLik"
-1.49554949151264,-11.4488384362726,-10.1459702245871,-6.68937898215789,1.24103746476539,Inf,0,0,411343362,"Australia",-570.638338411786,0.000262440106949675
-1.49690892312594,-11.5053726990049,-10.14762550838,-7.42529624186811,1.22399500722918,Inf,0,0,896965649,"Australia",-570.931729655174,0.000178271682432787
-1.50364453445862,-11.4598647860516,-10.1423288164998,-10.1103974404823,1.25048120542339,Inf,0,0,705511526,"Australia",-571.312218021762,1.1534989403906e-05
-1.50667424118561,-11.470973387975,-10.1431664341584,-6.94852923215789,1.23834502470215,Inf,0,0,1051851408,"Australia",-571.235609407037,0.000307580178323057
-1.601673633333,-11.4864754415492,-10.1366131923362,-2.50596957296752,1.2294698805542,Inf,0,0,662823605,"Australia",-572.546643023857,0.0212820447592878
-1.50990805579324,-11.4618859279857,-10.141030113671,-8.96766587841761,1.23444924176885,Inf,0,0,267043672,"Australia",-571.391681598349,3.9645964275373e-05
-1.54339966418035,-11.5174376547262,-10.1478286987676,-6.77854683434949,1.24218293347396,Inf,0,0,296902594,"Australia",-571.883522471154,0.000329793188688829
-1.64282793509195,-11.4662957973651,-10.1495177547522,-2.29128165256204,1.24867724879999,Inf,0,0,176828383,"Australia",-571.040094998652,0.0498507260345974
-1.49772502734795,-11.4843091458238,-10.1457514559268,-21.8456335166548,1.2370562677371,Inf,0,0,801253829,"Australia",-570.992179683469,9.45090758384492e-11
-1.52764838642393,-11.4594229617327,-10.137909273644,-12.2790858967384,1.23869249847565,Inf,0,0,1073325764,"Australia",-572.017088160373,1.39963877010345e-06
-1.50209949618836,-11.4731008777069,-10.1468704805197,-20.7477877613209,1.23329635183281,Inf,0,0,772893153,"Australia",-570.763134681001,3.1500045935314e-10
-1.56280315396611,-11.4432012162143,-10.1360678509274,-2.7232804333097,1.2415553183886,Inf,0,0,820960141,"Australia",-571.85960883267,0.0254424873192185
-1.4951880983014,-11.4826366934537,-10.1468340120636,-4.99271179054518,1.23259393888128,Inf,0,0,590417459,"Australia",-570.797366212514,0.00133737534679522
-1.58569932244765,-11.3938648432036,-10.1328683811017,-2.33080186535241,1.26506565809673,Inf,0,0,617361784,"Australia",-571.719508132579,0.0423474470200852
-1.52292676049708,-11.4757705150035,-10.1398028480595,-3.51220505857116,1.22776114221977,Inf,0,0,480837647,"Australia",-571.64937515154,0.0138294224389897
-1.57116632309933,-11.4460492769502,-10.1306221180173,-20.9786011071785,1.26349167140209,Inf,0,0,390575551,"Australia",-574.092506547226,2.86345383283432e-10
-1.53487234993771,-11.4905654457087,-10.1446440575803,-12.7254422180159,1.24774467630895,Inf,0,0,469614493,"Australia",-571.788737390806,1.0927044932488e-06
-1.53588479339855,-11.4601629928581,-10.1381397560104,-6.87158815479672,1.24335698083227,Inf,0,0,613883054,"Australia",-572.178197497867,0.000384281521404937
-1.50136405182499,-11.4488860472627,-10.1446947440348,-13.6183198203806,1.23755886066621,Inf,0,0,650583795,"Australia",-570.793688214965,2.89215463930334e-07
-1.53573891538894,-11.4962576522141,-10.1369047876343,-5.01273979964015,1.23094360827363,Inf,0,0,463355964,"Australia",-572.647003103879,0.00197306287948005
-1.51508307807026,-11.4460274528217,-10.1356148407875,-16.4783314655167,1.24469168268511,Inf,0,0,131737140,"Australia",-572.052781906482,2.69815000793133e-08
-1.56686472764832,-11.4753905701674,-10.138020625422,-19.2432034794407,1.26004719177697,Inf,0,0,859323128,"Australia",-573.272852732122,1.2333256578887e-09
-1.49182327967964,-11.4884428748501,-10.1474987474132,-8.49069387866537,1.23412186322207,Inf,0,0,62693739,"Australia",-570.777469562294,4.83235215944969e-05
-1.49888272835498,-11.4555101172037,-10.140534251067,-4.59013943403061,1.24143373291155,Inf,0,0,599071012,"Australia",-571.321021883897,0.00281811155569466
-1.52006314937584,-11.4536422126715,-10.1361650550439,-8.56647835171615,1.22589616723035,Inf,0,0,409974684,"Australia",-571.972254800206,7.2126394599385e-05
-1.58689831108847,-11.455871015533,-10.1421496569741,-2.36449956959779,1.24799153658768,Inf,0,0,317806945,"Australia",-571.153811601083,0.0272852642738325
-1.50351448361294,-11.4599629305283,-10.1407181718883,-14.8531181755021,1.23514923004355,Inf,0,0,925133730,"Australia",-571.34759408509,1.76290584169595e-07
-1.50584918354342,-11.4584190725817,-10.1454245305306,-4.77428660743078,1.24111454637765,Inf,0,0,412571039,"Australia",-570.869032115835,0.00275168933319757
-1.49635945908236,-11.4724716148282,-10.1420276673058,-12.4429360053865,1.2290628044228,Inf,0,0,562696528,"Australia",-571.214618878715,1.23633648085687e-06
-1.61710197052425,-11.4367577800513,-10.1345686773012,-2.42464620609058,1.2459157516413,Inf,0,0,332969812,"Australia",-572.402495844702,0.0230733110796417
-1.50517921561366,-11.4540491777694,-10.1403597974232,-11.799757111,1.24744527073114,Inf,0,0,912109847,"Australia",-571.464561717493,2.99055358671083e-06
-1.52549486960797,-11.4496065358856,-10.1358501953095,-6.87333673045136,1.23823794563525,Inf,0,0,149006284,"Australia",-572.138230861847,0.00020754161942859
-1.54154488145259,-11.4829400290253,-10.1348577355104,-6.80405915927074,1.2433660166294,Inf,0,0,984718644,"Australia",-572.977087361159,0.000274599630790672
-1.50316071372349,-11.4673179011364,-10.1432724002851,-13.298981639125,1.22612610908816,Inf,0,0,46689045,"Australia",-571.062130349161,4.54250662869014e-07
-1.50499271813807,-11.4554529780081,-10.1420116493047,-14.9387627755426,1.23995915209019,Inf,0,0,635587682,"Australia",-571.208432128618,1.21834841791407e-07
-1.50530325969242,-11.4509947284684,-10.144939307799,-11.4529040651924,1.23229978499264,Inf,0,0,303514252,"Australia",-570.783520027237,2.54845651602864e-06
-1.53444415478871,-11.4714021818649,-10.1392415752492,-11.6839577804196,1.2481754880098,Inf,0,0,890399746,"Australia",-572.197094179213,3.87546754986503e-06
-1.54918672196575,-11.4496160597817,-10.1368586743966,-18.0756427950696,1.24371628669233,Inf,0,0,876911050,"Australia",-572.48780212495,4.28391390357109e-09
-1.51693824985578,-11.486467705947,-10.1366426157211,-12.5817065121433,1.23016952948177,Inf,0,0,1028031885,"Australia",-572.262217353973,1.18807994448083e-06
-1.51900378338022,-11.4800742248779,-10.1468835723555,-7.97315454043055,1.24889726030584,Inf,0,0,408591817,"Australia",-571.184276134599,0.000152571883871965
-1.52088903109955,-11.4772754104497,-10.1421486389707,-10.9498389965308,1.23618191704731,Inf,0,0,46051612,"Australia",-571.577597750489,5.10664247648089e-06
-1.52927189619912,-11.4529553002311,-10.1429027864492,-6.34662131456044,1.25174318456368,Inf,0,0,882842425,"Australia",-571.526393569907,0.000624953584356573
-1.48462332618451,-11.4560279263192,-10.1462014835697,-8.83313200179163,1.23387170278628,Inf,0,0,882991227,"Australia",-570.545892418092,5.86851459231348e-05
-1.47002070531609,-11.4853035480743,-10.1477706074307,-12.2459081251902,1.20533908185223,Inf,0,0,944661868,"Australia",-570.491218561575,1.69308535737319e-06
-1.49683309040918,-11.4793383565214,-10.1388882112707,-6.27504430371489,1.22898953391692,Inf,0,0,302551680,"Australia",-571.668708844065,0.000338997477423676
-1.49224205788225,-11.4386078570379,-10.1457122098285,-7.74884109286595,1.23641841406379,Inf,0,0,752269566,"Australia",-570.518074550256,0.000159635823928441
-1.51162449876104,-11.4688269172297,-10.1381350087632,-11.5671586877181,1.22333809279858,Inf,0,0,603216276,"Australia",-571.762366718742,4.14214426182542e-06
-1.50204803514715,-11.4627662631983,-10.1428647065821,-21.5001729684976,1.23551013221402,Inf,0,0,156453225,"Australia",-571.115797969757,1.6193583321371e-10
-1.49655659623967,-11.4527436310951,-10.1436631884315,-4.65839441540712,1.22353020876261,Inf,0,0,515328059,"Australia",-570.797497381198,0.00349411185045013
-1.50976015406394,-11.4791902263426,-10.1418030592119,-6.99023647148208,1.21834562166379,Inf,0,0,553752075,"Australia",-571.387783032143,0.000211389220676124
-1.52041956176187,-11.4699648131142,-10.1409189235871,-8.2956635545374,1.22265386671647,Inf,0,0,610686965,"Australia",-571.544350269456,0.000129094186980959
-1.52234786485513,-11.4531776744301,-10.1404805320332,-5.76995864434722,1.22364929900878,Inf,0,0,533774846,"Australia",-571.45643380727,0.000857763914223541
-1.55676009403204,-11.4541812194207,-10.1345382528133,-5.72228990135038,1.23000515665757,Inf,0,0,940244295,"Australia",-572.87333709536,0.00126319016400365
-1.49593889586981,-11.4831454409904,-10.1454538547501,-4.59854001825528,1.24338968657812,Inf,0,0,777135469,"Australia",-571.042826447221,0.0049175690090771
-1.52084851616167,-11.4514270489036,-10.1391221817302,-7.52987601058964,1.23734752320348,Inf,0,0,143319065,"Australia",-571.675207142783,0.000132002691001273
-1.51951057795174,-11.4893649784982,-10.1433693539525,-18.1373848231402,1.23501203079946,Inf,0,0,496987302,"Australia",-571.546055690791,3.27906470083767e-09
-1.51481477894796,-11.4482895199986,-10.1332541083292,-7.35289210146726,1.24700983344977,Inf,0,0,422767971,"Australia",-572.404835959721,0.000219288844890306
-1.51564837629445,-11.4552987389969,-10.1391090849333,-20.2034124173952,1.23828162973226,Inf,0,0,496487231,"Australia",-571.654864209069,4.34929120794427e-10
-1.51533283693324,-11.4616998505116,-10.1352890343276,-13.3358666757121,1.23742723996005,Inf,0,0,459555656,"Australia",-572.190089741854,5.45291937672181e-07
-1.51880163293949,-11.4609280413361,-10.1432940847502,-9.27590524133995,1.25799304314576,Inf,0,0,686295579,"Australia",-571.492255213045,3.39451569107834e-05
-1.51922456812625,-11.4840523512517,-10.1439892267742,-15.4715499546688,1.23634846071123,Inf,0,0,578061358,"Australia",-571.420769582628,6.29623646145501e-08
-1.52746632206795,-11.4914232138035,-10.1425709892819,-5.29569136578801,1.23281671512301,Inf,0,0,256386290,"Australia",-571.758824790713,0.00124226283371279
-1.54019154505111,-11.4547064259298,-10.1347039620128,-3.18599604439394,1.23627254550947,Inf,0,0,375687169,"Australia",-572.189029474722,0.0115979470546762
-1.55587024276345,-11.4389947641026,-10.1378789295718,-2.6745899835304,1.22830434368904,Inf,0,0,921028282,"Australia",-571.340379131735,0.0225720585777984
-1.5212280467817,-11.4785419878315,-10.1425661647032,-9.55729229532749,1.25439360605196,Inf,0,0,143868650,"Australia",-571.749837785151,2.74486263767877e-05
-1.52688892013735,-11.4628454005557,-10.1329455254521,-16.5747783636779,1.23853512476557,Inf,0,0,430300092,"Australia",-572.68795394217,2.81545312085287e-08
-1.50889198743405,-11.4535757340921,-10.1448761423888,-19.6257352897094,1.25423138213482,Inf,0,0,149299842,"Australia",-571.070263391339,1.07469817398161e-09
-1.51327008625328,-11.4763425273061,-10.146962581761,-3.71540493961226,1.25389060717213,Inf,0,0,89635345,"Australia",-570.996073205982,0.00815846544643236
-1.65007643547849,-11.4034377839299,-10.1333448945994,-2.22375097617717,1.24347784013354,Inf,0,0,71285195,"Australia",-572.198330586685,0.0243525586625513
-1.513143691734,-11.4769279932718,-10.1365029634344,-19.1949479795465,1.2303572490852,Inf,0,0,1040896005,"Australia",-572.120028331104,1.63900450023751e-09
-1.49747908198777,-11.4891484513217,-10.1470518482692,-4.86516392674829,1.26579896920185,Inf,0,0,95935362,"Australia",-571.24664187267,0.00241625713002232
-1.55480486222215,-11.5106623806524,-10.1458474094915,-12.008559667148,1.23339541845907,Inf,0,0,113867254,"Australia",-572.168589039916,2.31636250533237e-06
-1.50940584109577,-11.4945784675204,-10.1473456932175,-11.2190151415014,1.23747423216467,Inf,0,0,190590884,"Australia",-571.058023790841,4.8623127866242e-06
-1.53427840961921,-11.4572688035041,-10.1348583052782,-8.13176515156466,1.24944722589669,Inf,0,0,636549095,"Australia",-572.609159100483,8.06943067767441e-05
-1.56909912021394,-11.4232807615711,-10.14305585075,-2.38580258177118,1.26883331705956,Inf,0,0,901900193,"Australia",-570.756991883911,0.0367623125939077
-1.53001806769834,-11.4448969935123,-10.1297842465052,-10.3216669493966,1.24361017655572,Inf,0,0,42246705,"Australia",-573.029641573042,1.03766998698324e-05
-1.52567693890041,-11.457304295607,-10.1297266729768,-15.8476890256364,1.2613502353721,Inf,0,0,269024851,"Australia",-573.333826576295,3.94666876578378e-08
-1.49229931748532,-11.4512551372754,-10.1426404710809,-15.3619374876136,1.23193945185211,Inf,0,0,786179811,"Australia",-570.926269804835,6.91672111086784e-08
-1.49653640838365,-11.482814798407,-10.1454338780737,-15.3469015553271,1.23770482493374,Inf,0,0,463818557,"Australia",-571.006055382593,8.58696351965413e-08
-1.50182770567086,-11.4556526189479,-10.1432348717092,-14.6472588666764,1.22885160888529,Inf,0,0,219200489,"Australia",-570.957093875106,1.28318090035348e-07
-1.53848219747841,-11.4709002973393,-10.1357428506359,-3.18355591348654,1.22603876134278,Inf,0,0,1040247876,"Australia",-572.16161399068,0.00795392556645586
-1.49429602450238,-11.472180735757,-10.145362779398,-12.8156821351085,1.24446823283618,Inf,0,0,685514976,"Australia",-570.946894333033,8.86299274974249e-07
-1.51375245363036,-11.516257133239,-10.135903842744,-10.007961791181,1.22801298118159,Inf,0,0,396132205,"Australia",-572.688295992528,1.18383167967462e-05
-1.51418433611843,-11.4776984342889,-10.1352297336311,-7.25764897493541,1.22355700807513,Inf,0,0,603328757,"Australia",-572.265087284569,0.00020772162857213
-1.53682688928248,-11.4247218429015,-10.141907788185,-2.75445374791058,1.24066008462957,Inf,0,0,660508221,"Australia",-570.680191869498,0.0345548168519667
-1.61748246707637,-11.4748485837344,-10.1474422652685,-2.56122859457169,1.26214191378303,Inf,0,0,816012670,"Australia",-571.819997967069,0.0391531350621547
-1.51265856951693,-11.4715356398898,-10.1346841719487,-5.32754825853528,1.19665403313258,Inf,0,0,597052421,"Australia",-572.187092252607,0.00134360292122194
-1.53532539687812,-11.4837160019825,-10.1411161813785,-11.6335819616011,1.22263563191594,Inf,0,0,499821936,"Australia",-571.907231000795,2.10669785016493e-06
-1.50861943676912,-11.464099525673,-10.1407306500691,-5.20661895945074,1.22584414046814,Inf,0,0,226615470,"Australia",-571.375161218856,0.0014335410499891
-1.49576651426084,-11.4597320214047,-10.1437747274539,-12.5194850749203,1.23152879022287,Inf,0,0,117387755,"Australia",-570.900541558492,9.9451260315606e-07
-1.52889066300044,-11.4891468541226,-10.1442777317148,-9.58048683606573,1.24160904033363,Inf,0,0,873266283,"Australia",-571.642315992586,1.66391747168355e-05
-1.51350327080541,-11.4658451423788,-10.1387771807673,-9.76090107767805,1.2422383368566,Inf,0,0,142680481,"Australia",-571.815444320224,1.60058886936863e-05
-1.57441296984391,-11.5450001024869,-10.1308963851574,-13.4724749958323,1.21715001627453,Inf,0,0,107103287,"Australia",-575.048100460544,4.18502121269613e-07
-1.56614462342099,-11.462257527887,-10.129270643243,-12.9161933828169,1.2426006583248,Inf,0,0,580685444,"Australia",-574.050785748922,6.83658268569318e-07
-1.51912352225714,-11.4804468686175,-10.1503380356739,-5.87783802383067,1.24655089430139,Inf,0,0,888061567,"Australia",-570.806709006369,0.00107428673366486
-1.48828061841545,-11.4599881184878,-10.1465431456379,-19.2177254664558,1.23767022816006,Inf,0,0,172565858,"Australia",-570.596078155066,1.15171291694996e-09
-1.55474746710322,-11.4640164371117,-10.1448769712863,-5.84960723935384,1.24581982798953,Inf,0,0,23440136,"Australia",-571.831579890127,0.000867081884598825
-1.53905317052218,-11.5222516833071,-10.1423527197684,-10.3530045639364,1.22666733532295,Inf,0,0,677541375,"Australia",-572.35210589862,1.14078592069847e-05
-1.51354843527854,-11.4790178963574,-10.1423299192602,-10.2055107052904,1.247284813331,Inf,0,0,558011542,"Australia",-571.589882690082,1.5060949652998e-05
-1.50138935779064,-11.4619615768868,-10.142035189283,-25.3152935550706,1.23473070050096,Inf,0,0,983926407,"Australia",-571.190474180969,4.56914867029613e-12
-1.51467124514887,-11.4611453055123,-10.1422108629352,-10.2702756182716,1.22092419348577,Inf,0,0,1018654351,"Australia",-571.221359095178,1.3681125788127e-05
-1.5455663745517,-11.4660123776568,-10.1360718925018,-11.2953331121969,1.24019972112437,Inf,0,0,926661384,"Australia",-572.657647564711,3.8729263286927e-06
-1.55070813635661,-11.4959542837299,-10.1414317945022,-9.74673377125777,1.26093096672598,Inf,0,0,272921187,"Australia",-572.738100914632,2.65501092257468e-05
-1.52193111706657,-11.4760537674707,-10.1473729140317,-12.9472194427947,1.24474968751704,Inf,0,0,815042736,"Australia",-571.08222966098,9.18099783599573e-07
-1.50408618138089,-11.4378983940822,-10.1414883332331,-5.92363692644064,1.24700565104938,Inf,0,0,608126156,"Australia",-571.168192353026,0.000656919383879276
-1.53984991879908,-11.4387513602489,-10.1385063002498,-9.61220816910416,1.25246215485452,Inf,0,0,505083548,"Australia",-572.097806701971,1.88401802150882e-05
-1.50511156930315,-11.4916381534342,-10.1463606489561,-7.94968994940124,1.22538396255532,Inf,0,0,917300050,"Australia",-570.995050442085,0.000103563996038576
-1.50351248350211,-11.4675947081969,-10.1405203143574,-15.8090961657976,1.22820803783551,Inf,0,0,883888323,"Australia",-571.399850271743,6.91184464845625e-08
-1.5202257329476,-11.4826279785494,-10.1379219066447,-3.23744970494217,1.22939429158988,Inf,0,0,935020304,"Australia",-571.85222964079,0.0162703257368195
-1.54952129391744,-11.4531294189282,-10.1428938429463,-3.05365560183992,1.24016165130236,Inf,0,0,768449584,"Australia",-571.252483390007,0.019177201173033
-1.52833882713624,-11.4647965544309,-10.1358444189156,-14.2433069111857,1.25831873712837,Inf,0,0,338740855,"Australia",-572.584434856886,1.35583310175095e-07
-1.50033327291509,-11.4764405341212,-10.1447303656878,-3.90360146110065,1.23815763958111,Inf,0,0,604014459,"Australia",-571.001113732478,0.00733905487342158
-1.52009744816692,-11.4453780587537,-10.1409558665684,-7.62004268701889,1.24174283148428,Inf,0,0,356141869,"Australia",-571.430649420589,7.21585888938059e-05
-1.53712849036145,-11.4579980507014,-10.1417834849308,-2.83821914105049,1.22785433406033,Inf,0,0,901259384,"Australia",-571.018695383508,0.0122326776090328
-1.54105893366638,-11.4639958281946,-10.1426912329798,-18.1143818779709,1.2404392728661,Inf,0,0,18550362,"Australia",-571.739971736244,6.75194482572269e-09
-1.58753298103333,-11.4322495288069,-10.1296342453871,-17.9427637824085,1.24483433452592,Inf,0,0,658413343,"Australia",-574.287017385406,5.23139248129498e-09
-1.50980427923091,-11.4521022749846,-10.1389690168914,-12.7371202301356,1.23625153925639,Inf,0,0,934718428,"Australia",-571.553792648516,1.14796978650489e-06
-1.51820130737326,-11.4718698262501,-10.1465096198972,-3.77737849947837,1.29954377610454,Inf,0,0,368833605,"Australia",-571.977834889043,0.00987945906216544
-1.5128265975854,-11.4574946123839,-10.1432509882449,-13.5274750468833,1.23256721158833,Inf,0,0,1041706081,"Australia",-571.112803648597,2.85960011130491e-07
-1.48575940652852,-11.5017816641648,-10.1490673710639,-10.5579354105218,1.25503246987348,Inf,0,0,371172713,"Australia",-570.938791892628,5.77561922146916e-06
-1.50068687888503,-11.4735919151035,-10.1411986731715,-5.36317707185092,1.24147653684174,Inf,0,0,472525491,"Australia",-571.458586547895,0.00195252221999301
-1.52113663753413,-11.44775184438,-10.139788357604,-4.44495457437803,1.2509286962645,Inf,0,0,608473034,"Australia",-571.670650572132,0.00289923991691507
-1.51995014379658,-11.5069955477853,-10.1499694005802,-5.14387787237957,1.2505498431791,Inf,0,0,886458579,"Australia",-571.203660026988,0.00197376105547513
-1.50355633211504,-11.4990761576728,-10.1470389108945,-19.1227224475895,1.22386770135441,Inf,0,0,418966347,"Australia",-570.982675454049,1.97354218147075e-09
-1.49445742715201,-11.4935500388042,-10.1472617414148,-7.36967672119881,1.23928924633029,Inf,0,0,195208008,"Australia",-570.923986359106,0.000135480094245584
-1.53548541067995,-11.4585961858441,-10.1379106856668,-15.7821725344225,1.24148271175304,Inf,0,0,484736934,"Australia",-572.164327489123,4.29459714637569e-08
-1.5130283441385,-11.459958242921,-10.1438203841084,-12.5402219360983,1.23423766062463,Inf,0,0,691768477,"Australia",-571.087820494141,7.2564457264172e-07
-1.48326156174301,-11.4499799454111,-10.1438387475732,-15.0745098732011,1.2231190656149,Inf,0,0,8321351,"Australia",-570.678877818887,7.28976294979443e-08
-1.51382231695812,-11.466883549915,-10.1442486203334,-3.36201165659943,1.24833274676943,Inf,0,0,43349501,"Australia",-571.059753634552,0.010381396357463
-1.52595791566328,-11.5069003988606,-10.1475047264428,-12.4259266854606,1.22676418650845,Inf,0,0,814733706,"Australia",-571.332536559377,1.31454121756191e-06
-1.50181602475661,-11.4834446100894,-10.1448768103104,-6.20770138090058,1.25081913816097,Inf,0,0,314925776,"Australia",-571.258184280667,0.000805685448964372
-1.50204807918115,-11.4479744035372,-10.1393580670578,-8.37129832497774,1.21554532044278,Inf,0,0,1072662114,"Australia",-571.278041438048,9.04399323604758e-05
-1.50591922599107,-11.4635969345803,-10.1478115434364,-9.37975036519214,1.22825854704022,Inf,0,0,813744717,"Australia",-570.575991284316,2.32420185485204e-05
-1.56009620058738,-11.4457120050582,-10.1351011232068,-3.42282741467274,1.22495902754661,Inf,0,0,538342911,"Australia",-572.460221732773,0.0151729794821519
-1.51246589112402,-11.4486225009425,-10.1389220514848,-4.89230233994429,1.23218745838196,Inf,0,0,895065097,"Australia",-571.516525205626,0.00241813353479457
-1.51422164692183,-11.480830626614,-10.136815809156,-5.48273016395215,1.24055682694925,Inf,0,0,1028752642,"Australia",-572.223025614866,0.00137566305395754
-1.51670904538126,-11.4793475163445,-10.1426126594151,-7.45708818023783,1.23526539487601,Inf,0,0,517956429,"Australia",-571.482576118092,0.000154145686737646
-1.49614729063883,-11.4625056532361,-10.1449022045649,-10.1560266879353,1.23160103438217,Inf,0,0,242036241,"Australia",-570.806238855674,1.15239006306005e-05
-1.52360496616848,-11.4763510316327,-10.1436221297768,-12.4560615766393,1.24632336799847,Inf,0,0,27658324,"Australia",-571.537738338003,1.70727208608325e-06
-1.5127739028798,-11.4660029294395,-10.1435574662252,-12.9894134425943,1.2264028502219,Inf,0,0,709835850,"Australia",-571.121440153771,7.48100769275939e-07
-1.52876447426519,-11.4819253101918,-10.1432157337852,-6.37955650052504,1.25841011913297,Inf,0,0,610749270,"Australia",-571.887844229235,0.000507756266924528
-1.67519270285272,-11.398370725114,-10.124845420474,-2.28653645503944,1.24451018914567,Inf,0,0,405828097,"Australia",-574.089942923123,0.0321565749688838
-1.50239837977253,-11.4809611692142,-10.141316178512,-17.7635399009834,1.22926247614953,Inf,0,0,447846014,"Australia",-571.445080523755,6.00260434056334e-09
-1.50507869708842,-11.4506753526879,-10.1395641977591,-6.74461080772618,1.23509598605532,Inf,0,0,195414188,"Australia",-571.409652663189,0.000297629358167708
-1.50783826887351,-11.4436708194814,-10.1416976846518,-11.5580910646978,1.23049478332278,Inf,0,0,308972589,"Australia",-571.092521908249,2.80751266119247e-06
-1.50275828503098,-11.4684817101376,-10.1474722258704,-4.46181798003294,1.23130160804903,Inf,0,0,723566410,"Australia",-570.617601495228,0.00529816219818998
-1.49459620464263,-11.4784892307791,-10.1467195350586,-10.288817565287,1.24370001956647,Inf,0,0,172136310,"Australia",-570.860420991567,1.51728342111401e-05
-1.52744380600527,-11.4705058161118,-10.1376369809038,-7.80247284320685,1.25626433538527,Inf,0,0,353998273,"Australia",-572.375991298035,9.22046900265887e-05
-1.50775683636603,-11.4615701495604,-10.145801208799,-7.90459922230014,1.2354994752758,Inf,0,0,803990286,"Australia",-570.837224886709,9.9697602431256e-05
-1.51554258699187,-11.4628881760189,-10.1413507241542,-10.2787332099503,1.25171366069845,Inf,0,0,62500765,"Australia",-571.60747386419,1.08407368182084e-05
-1.53750530214665,-11.4805919005487,-10.1427350638469,-3.25998937160946,1.25027119583815,Inf,0,0,502458171,"Australia",-571.661646427639,0.0141943576130159
-1.51156568915612,-11.4935029053448,-10.1424514153196,-10.7244814468818,1.23416940565641,Inf,0,0,346860791,"Australia",-571.592233784654,8.89819608544058e-06
-1.52495775324571,-11.4681875533644,-10.1441477925578,-10.5569926696182,1.23769286429504,Inf,0,0,449722990,"Australia",-571.322726272399,9.05286138803653e-06
-1.50060203579138,-11.4711448494654,-10.1458472639466,-17.4276652434236,1.230684296775,Inf,0,0,873014614,"Australia",-570.820318667799,4.76100583147795e-09
-1.50540894909191,-11.4626837279946,-10.1452680869969,-15.509887768858,1.24327749299145,Inf,0,0,991304875,"Australia",-570.950988889339,4.55798477899424e-08
-1.51054297958887,-11.4918629265923,-10.1382994226834,-7.23568285777091,1.23106280033648,Inf,0,0,985008743,"Australia",-572.042159213668,0.000195664619915873
-1.5124869461578,-11.4562647261015,-10.138843531522,-8.12293549489335,1.23055696427987,Inf,0,0,656980414,"Australia",-571.598222851451,9.30374058386674e-05
-1.55011485271623,-11.4960479957197,-10.1410458013316,-11.4997526488353,1.26876695726428,Inf,0,0,561443342,"Australia",-572.911026133424,2.84454975773947e-06
-1.54229082432338,-11.4608907894479,-10.1339509194691,-6.71678079965197,1.23853580029832,Inf,0,0,21686958,"Australia",-572.79772574669,0.000316597598003682
-1.5013118335661,-11.4542409329858,-10.1418182966845,-11.9332199953182,1.2187431611776,Inf,0,0,845529998,"Australia",-571.050984855175,2.22811036970563e-06
-1.48916305449259,-11.4514087233007,-10.1430343778236,-12.3512346905068,1.22642536920373,Inf,0,0,228095151,"Australia",-570.829402404754,1.62407754174042e-06
-1.53398441360347,-11.5009318708037,-10.1415504479861,-9.13552390339462,1.24161483304239,Inf,0,0,157109162,"Australia",-572.195520543918,4.76767930997134e-05
-1.51575036848567,-11.4627272850082,-10.1443045769292,-13.7245617239867,1.23319932568447,Inf,0,0,19745825,"Australia",-571.086683739612,5.36099427123045e-07
-1.50549356658298,-11.4666720072285,-10.14427876816,-19.0337503649062,1.24493718905305,Inf,0,0,500993172,"Australia",-571.117299895118,2.55446537596654e-09
-1.50932345058453,-11.4621569325578,-10.1448168764254,-5.73829914374167,1.23187588561672,Inf,0,0,981415989,"Australia",-570.936197289329,0.00128863302842881
-1.6155143538688,-11.4400050900628,-10.1381764871176,-2.20517549093649,1.25284931627099,Inf,0,0,236073462,"Australia",-571.490592524401,0.0415287591452871
-1.50990330931904,-11.4525127741303,-10.1436303790044,-10.4872563376294,1.23061196983613,Inf,0,0,58157332,"Australia",-570.977042542801,8.51884097010398e-06
-1.49795915316306,-11.4967634422725,-10.1421108908915,-14.3070001004396,1.23898737753823,Inf,0,0,134433873,"Australia",-571.569551174581,1.24138614133278e-07
-1.50899203360293,-11.4650243760277,-10.1356542590377,-9.33837513242332,1.23748189859082,Inf,0,0,559831844,"Australia",-572.103237506789,1.9379388845435e-05
-1.51934674745773,-11.4666005708345,-10.1380516965379,-8.8784229932596,1.23115379447312,Inf,0,0,654763533,"Australia",-571.894011107865,4.23876995217193e-05
-1.50644293267193,-11.4694056742411,-10.1464196888174,-13.8297621523573,1.23611206510802,Inf,0,0,971811276,"Australia",-570.839251601431,2.98607428214799e-07
-1.52843801742902,-11.469257554563,-10.1461938625274,-13.6321564376221,1.25234955183694,Inf,0,0,703383717,"Australia",-571.325290800883,4.29290043986397e-07
-1.59452058541396,-11.4246539191874,-10.1389269736779,-2.3364052438233,1.22138421864355,Inf,0,0,820784887,"Australia",-571.080745820171,0.0399532494111743
-1.47911575089725,-11.4558747655807,-10.1465098782259,-12.8389289558006,1.22055644602214,Inf,0,0,505122620,"Australia",-570.413612589334,8.16662344564213e-07
-1.50544497920403,-11.4574137193816,-10.140021136149,-13.0767792312701,1.23747268359248,Inf,0,0,225260145,"Australia",-571.443126644549,4.3492832570216e-07
-1.48765286243594,-11.4423762750429,-10.140312998059,-14.8800475437719,1.24026995465577,Inf,0,0,507071417,"Australia",-571.148889080393,1.04150384613253e-07
