Date,Rate
3-Oct-12,1.6077
4-Oct-12,1.6165
5-Oct-12,1.6196
8-Oct-12,ND
9-Oct-12,1.5987
10-Oct-12,1.6007
11-Oct-12,1.6028
12-Oct-12,1.6075
15-Oct-12,1.6069
16-Oct-12,1.6101
17-Oct-12,1.6165
18-Oct-12,1.6141
19-Oct-12,1.6003
22-Oct-12,1.6028
23-Oct-12,1.5932
24-Oct-12,1.6015
25-Oct-12,1.6119
26-Oct-12,1.6098
29-Oct-12,1.6025
30-Oct-12,1.6083
31-Oct-12,1.6111
1-Nov-12,1.6142
2-Nov-12,1.6036
5-Nov-12,1.5977
6-Nov-12,1.5985
7-Nov-12,1.5975
8-Nov-12,1.5979
9-Nov-12,1.5912
12-Nov-12,ND
13-Nov-12,1.5885
14-Nov-12,1.5849
15-Nov-12,1.5865
16-Nov-12,1.5866
19-Nov-12,1.5908
20-Nov-12,1.5927
21-Nov-12,1.5936
22-Nov-12,ND
23-Nov-12,1.6032
26-Nov-12,1.6014
27-Nov-12,1.6028
28-Nov-12,1.5997
29-Nov-12,1.6026
30-Nov-12,1.6027
3-Dec-12,1.6104
4-Dec-12,1.6097
5-Dec-12,1.6102
6-Dec-12,1.6066
7-Dec-12,1.6031
10-Dec-12,1.6068
11-Dec-12,1.6103
12-Dec-12,1.6132
13-Dec-12,1.613
14-Dec-12,1.6139
17-Dec-12,1.6203
18-Dec-12,1.6256
19-Dec-12,1.6275
20-Dec-12,1.6268
21-Dec-12,1.6167
24-Dec-12,1.6113
25-Dec-12,ND
26-Dec-12,1.6118
27-Dec-12,1.6106
28-Dec-12,1.6157
31-Dec-12,1.6262
1-Jan-13,ND
2-Jan-13,1.6255
3-Jan-13,1.6151
4-Jan-13,1.6036
7-Jan-13,1.608
8-Jan-13,1.604
9-Jan-13,1.6024
10-Jan-13,1.6125
11-Jan-13,1.6128
14-Jan-13,1.6077
15-Jan-13,1.6089
16-Jan-13,1.6009
17-Jan-13,1.5991
18-Jan-13,1.5876
21-Jan-13,ND
22-Jan-13,1.5862
23-Jan-13,1.5848
24-Jan-13,1.5789
25-Jan-13,1.5799
28-Jan-13,1.5686
29-Jan-13,1.5751
30-Jan-13,1.5793
31-Jan-13,1.5856
1-Feb-13,1.5744
4-Feb-13,1.5737
5-Feb-13,1.5652
6-Feb-13,1.5655
7-Feb-13,1.5712
8-Feb-13,1.5814
11-Feb-13,1.5668
12-Feb-13,1.5654
13-Feb-13,1.5544
14-Feb-13,1.5502
15-Feb-13,1.5518
18-Feb-13,ND
19-Feb-13,1.5432
20-Feb-13,1.5301
21-Feb-13,1.5263
22-Feb-13,1.5256
25-Feb-13,1.5112
26-Feb-13,1.5125
27-Feb-13,1.5134
28-Feb-13,1.5192
1-Mar-13,1.5033
4-Mar-13,1.5084
5-Mar-13,1.5098
6-Mar-13,1.5036
7-Mar-13,1.5032
8-Mar-13,1.4926
11-Mar-13,1.4898
12-Mar-13,1.4877
13-Mar-13,1.4925
14-Mar-13,1.5039
15-Mar-13,1.5124
18-Mar-13,1.5113
19-Mar-13,1.5118
20-Mar-13,1.5133
21-Mar-13,1.518
22-Mar-13,1.5239
25-Mar-13,1.5184
26-Mar-13,1.5156
27-Mar-13,1.5112
28-Mar-13,1.5184
29-Mar-13,1.5193
1-Apr-13,1.5232
2-Apr-13,1.5113
3-Apr-13,1.514
4-Apr-13,1.5198
5-Apr-13,1.5336
8-Apr-13,1.5257
9-Apr-13,1.5317
10-Apr-13,1.5315
11-Apr-13,1.5403
12-Apr-13,1.5373
15-Apr-13,1.532
16-Apr-13,1.5316
17-Apr-13,1.5255
18-Apr-13,1.5282
19-Apr-13,1.5254
22-Apr-13,1.5262
23-Apr-13,1.5267
24-Apr-13,1.5258
25-Apr-13,1.5434
26-Apr-13,1.5479
29-Apr-13,1.5497
30-Apr-13,1.5539
1-May-13,1.5578
2-May-13,1.5519
3-May-13,1.5563
6-May-13,1.5538
7-May-13,1.5468
8-May-13,1.5563
9-May-13,1.5502
10-May-13,1.5334
13-May-13,1.5291
14-May-13,1.5258
15-May-13,1.5198
16-May-13,1.5302
17-May-13,1.5173
20-May-13,1.5223
21-May-13,1.517
22-May-13,1.5038
23-May-13,1.512
24-May-13,1.5126
27-May-13,ND
28-May-13,1.5061
29-May-13,1.5121
30-May-13,1.5207
31-May-13,1.5185
3-Jun-13,1.5349
4-Jun-13,1.5304
5-Jun-13,1.5392
6-Jun-13,1.5601
7-Jun-13,1.5558
10-Jun-13,1.5556
11-Jun-13,1.5587
12-Jun-13,1.5697
13-Jun-13,1.5698
14-Jun-13,1.5686
17-Jun-13,1.5709
18-Jun-13,1.5625
19-Jun-13,1.5657
20-Jun-13,1.5469
21-Jun-13,1.5373
24-Jun-13,1.5404
25-Jun-13,1.5418
26-Jun-13,1.5332
27-Jun-13,1.5235
28-Jun-13,1.521
1-Jul-13,1.5247
2-Jul-13,1.5171
3-Jul-13,1.5264
4-Jul-13,ND
5-Jul-13,1.491
8-Jul-13,1.4932
9-Jul-13,1.4837
10-Jul-13,1.4935
11-Jul-13,1.5127
12-Jul-13,1.5108
15-Jul-13,1.5088
16-Jul-13,1.5122
17-Jul-13,1.5184
18-Jul-13,1.5193
19-Jul-13,1.526
22-Jul-13,1.5366
23-Jul-13,1.5354
24-Jul-13,1.5367
25-Jul-13,1.5333
26-Jul-13,1.5368
29-Jul-13,1.5355
30-Jul-13,1.5244
31-Jul-13,1.5177
1-Aug-13,1.5145
2-Aug-13,1.5277
5-Aug-13,1.5347
6-Aug-13,1.5367
7-Aug-13,1.5514
8-Aug-13,1.5555
9-Aug-13,1.5507
12-Aug-13,1.5475
13-Aug-13,1.5451
14-Aug-13,1.5531
15-Aug-13,1.5573
16-Aug-13,1.5621
19-Aug-13,1.5665
20-Aug-13,1.5678
21-Aug-13,1.5678
22-Aug-13,1.558
23-Aug-13,1.5578
26-Aug-13,1.5568
27-Aug-13,1.5528
28-Aug-13,1.552
29-Aug-13,1.5488
30-Aug-13,1.5468
2-Sep-13,ND
3-Sep-13,1.5544
4-Sep-13,1.5643
5-Sep-13,1.5593
6-Sep-13,1.5633
9-Sep-13,1.5724
10-Sep-13,1.5731
11-Sep-13,1.5807
12-Sep-13,1.5819
13-Sep-13,1.5861
16-Sep-13,1.5927
17-Sep-13,1.5901
18-Sep-13,1.5965
19-Sep-13,1.6043
20-Sep-13,1.6021
23-Sep-13,1.6066
24-Sep-13,1.6006
25-Sep-13,1.608
26-Sep-13,1.6012
27-Sep-13,1.6135
30-Sep-13,1.6179
1-Oct-13,1.6208
2-Oct-13,1.6224
3-Oct-13,1.6169
4-Oct-13,1.6069
7-Oct-13,1.6082
8-Oct-13,1.6089
9-Oct-13,1.5943
10-Oct-13,1.5975
11-Oct-13,1.5945
14-Oct-13,ND
15-Oct-13,1.5974
16-Oct-13,1.5904
17-Oct-13,1.6166
18-Oct-13,1.6184
21-Oct-13,1.6149
22-Oct-13,1.6221
23-Oct-13,1.6171
24-Oct-13,1.6186
25-Oct-13,1.6158
28-Oct-13,1.6131
29-Oct-13,1.6059
30-Oct-13,1.6078
31-Oct-13,1.6068
1-Nov-13,1.5922
4-Nov-13,1.595
5-Nov-13,1.6044
6-Nov-13,1.608
7-Nov-13,1.6069
8-Nov-13,1.5995
11-Nov-13,ND
12-Nov-13,1.5916
13-Nov-13,1.6033
14-Nov-13,1.6077
15-Nov-13,1.6107
18-Nov-13,1.611
19-Nov-13,1.611
20-Nov-13,1.615
21-Nov-13,1.6155
22-Nov-13,1.6211
25-Nov-13,1.6146
26-Nov-13,1.6187
27-Nov-13,1.6267
28-Nov-13,ND
29-Nov-13,1.6373
2-Dec-13,1.6365
3-Dec-13,1.6416
4-Dec-13,1.6352
5-Dec-13,1.6328
6-Dec-13,1.6327
9-Dec-13,1.6403
10-Dec-13,1.6424
11-Dec-13,1.6389
12-Dec-13,1.6326
13-Dec-13,1.6294
16-Dec-13,1.6311
17-Dec-13,1.6254
18-Dec-13,1.6388
19-Dec-13,1.6382
20-Dec-13,1.6355
23-Dec-13,1.6356
24-Dec-13,1.6371
25-Dec-13,ND
26-Dec-13,1.6425
27-Dec-13,1.6491
30-Dec-13,1.6522
31-Dec-13,1.6574
1-Jan-14,ND
2-Jan-14,1.6441
3-Jan-14,1.6424
6-Jan-14,1.6412
7-Jan-14,1.6421
8-Jan-14,1.6461
9-Jan-14,1.6459
10-Jan-14,1.647
13-Jan-14,1.6379
14-Jan-14,1.645
15-Jan-14,1.6375
16-Jan-14,1.6335
17-Jan-14,1.6429
20-Jan-14,ND
21-Jan-14,1.6469
22-Jan-14,1.6571
23-Jan-14,1.6612
24-Jan-14,1.6491
27-Jan-14,1.6588
28-Jan-14,1.6581
29-Jan-14,1.6561
30-Jan-14,1.6487
31-Jan-14,1.645
3-Feb-14,1.6307
4-Feb-14,1.63
5-Feb-14,1.6308
6-Feb-14,1.6345
7-Feb-14,1.6395
10-Feb-14,1.6419
11-Feb-14,1.6468
12-Feb-14,1.6578
13-Feb-14,1.6643
14-Feb-14,1.6736
17-Feb-14,ND
18-Feb-14,1.6696
19-Feb-14,1.6718
20-Feb-14,1.664
21-Feb-14,1.663
24-Feb-14,1.6641
25-Feb-14,1.6696
26-Feb-14,1.6648
27-Feb-14,1.6693
28-Feb-14,1.675
3-Mar-14,1.6712
4-Mar-14,1.6665
5-Mar-14,1.6729
6-Mar-14,1.6743
7-Mar-14,1.6725
10-Mar-14,1.6633
11-Mar-14,1.6628
12-Mar-14,1.6605
13-Mar-14,1.6677
14-Mar-14,1.663
17-Mar-14,1.6645
18-Mar-14,1.6574
19-Mar-14,1.6629
20-Mar-14,1.6511
21-Mar-14,1.6498
24-Mar-14,1.6491
25-Mar-14,1.6507
26-Mar-14,1.6566
27-Mar-14,1.6627
28-Mar-14,1.6637
31-Mar-14,1.6675
1-Apr-14,1.6639
2-Apr-14,1.6634
3-Apr-14,1.6583
4-Apr-14,1.6594
7-Apr-14,1.6616
8-Apr-14,1.6743
9-Apr-14,1.6751
10-Apr-14,1.6781
11-Apr-14,1.6736
14-Apr-14,1.6741
15-Apr-14,1.6725
16-Apr-14,1.6794
17-Apr-14,1.6809
18-Apr-14,1.6792
21-Apr-14,1.6792
22-Apr-14,1.6833
23-Apr-14,1.6768
24-Apr-14,1.6797
25-Apr-14,1.681
28-Apr-14,1.6812
29-Apr-14,1.6829
30-Apr-14,1.6883
1-May-14,1.69
2-May-14,1.6865
5-May-14,1.687
6-May-14,1.6976
7-May-14,1.6964
8-May-14,1.6944
9-May-14,1.6849
12-May-14,1.6871
13-May-14,1.6838
14-May-14,1.6784
15-May-14,1.6791
16-May-14,1.6827
19-May-14,1.6822
20-May-14,1.6847
21-May-14,1.6869
22-May-14,1.6859
23-May-14,1.6822
26-May-14,ND
27-May-14,1.68
28-May-14,1.6709
29-May-14,1.6719
30-May-14,1.6764
2-Jun-14,1.6756
3-Jun-14,1.6753
4-Jun-14,1.6747
5-Jun-14,1.6796
6-Jun-14,1.6794
9-Jun-14,1.6798
10-Jun-14,1.6753
11-Jun-14,1.6795
12-Jun-14,1.6853
13-Jun-14,1.6953
16-Jun-14,1.6988
17-Jun-14,1.6965
18-Jun-14,1.6951
19-Jun-14,1.7046
20-Jun-14,1.7014
23-Jun-14,1.701
24-Jun-14,1.6971
25-Jun-14,1.6986
26-Jun-14,1.7018
27-Jun-14,1.7016
30-Jun-14,1.7105
1-Jul-14,1.7147
2-Jul-14,1.7165
3-Jul-14,1.7152
4-Jul-14,ND
7-Jul-14,1.7128
8-Jul-14,1.7127
9-Jul-14,1.713
10-Jul-14,1.7122
11-Jul-14,1.7108
14-Jul-14,1.7079
15-Jul-14,1.7149
16-Jul-14,1.7131
17-Jul-14,1.7104
18-Jul-14,1.7069
21-Jul-14,1.7067
22-Jul-14,1.7058
23-Jul-14,1.7036
24-Jul-14,1.6981
25-Jul-14,1.6972
28-Jul-14,1.6991
29-Jul-14,1.6939
30-Jul-14,1.6903
31-Jul-14,1.6889
1-Aug-14,1.6832
4-Aug-14,1.6841
5-Aug-14,1.6874
6-Aug-14,1.6833
7-Aug-14,1.6849
8-Aug-14,1.6778
11-Aug-14,1.6787
12-Aug-14,1.6806
13-Aug-14,1.6696
14-Aug-14,1.6694
15-Aug-14,1.6686
18-Aug-14,1.672
19-Aug-14,1.662
20-Aug-14,1.6633
21-Aug-14,1.6589
22-Aug-14,1.6574
25-Aug-14,1.6585
26-Aug-14,1.657
27-Aug-14,1.6573
28-Aug-14,1.6579
29-Aug-14,1.6585
1-Sep-14,ND
2-Sep-14,1.6502
3-Sep-14,1.6451
4-Sep-14,1.6349
5-Sep-14,1.6312
8-Sep-14,1.6141
9-Sep-14,1.6088
10-Sep-14,1.6134
11-Sep-14,1.6225
12-Sep-14,1.6243
15-Sep-14,1.6243
16-Sep-14,1.629
17-Sep-14,1.6329
18-Sep-14,1.6372
19-Sep-14,1.6314
22-Sep-14,1.634
23-Sep-14,1.637
24-Sep-14,1.6344
25-Sep-14,1.6313
26-Sep-14,1.6254
29-Sep-14,1.6262
30-Sep-14,1.622
1-Oct-14,1.6216
2-Oct-14,1.614
3-Oct-14,1.5962
6-Oct-14,1.6029
7-Oct-14,1.6072
8-Oct-14,1.6068
9-Oct-14,1.6123
10-Oct-14,1.6049
13-Oct-14,ND
14-Oct-14,1.593
15-Oct-14,1.5959
16-Oct-14,1.6065
17-Oct-14,1.6086
20-Oct-14,1.6137
21-Oct-14,1.6134
22-Oct-14,1.607
23-Oct-14,1.6037
24-Oct-14,1.6098
27-Oct-14,1.6133
28-Oct-14,1.6157
29-Oct-14,1.6149
30-Oct-14,1.6023
31-Oct-14,1.5999
3-Nov-14,1.5986
4-Nov-14,1.5991
5-Nov-14,1.5984
6-Nov-14,1.5862
7-Nov-14,1.5844
10-Nov-14,1.5857
11-Nov-14,ND
12-Nov-14,1.5815
13-Nov-14,1.5717
14-Nov-14,1.5657
17-Nov-14,1.5645
18-Nov-14,1.5648
19-Nov-14,1.567
20-Nov-14,1.5683
21-Nov-14,1.5672
24-Nov-14,1.5701
25-Nov-14,1.5714
26-Nov-14,1.5787
27-Nov-14,ND
28-Nov-14,1.5638
1-Dec-14,1.5743
2-Dec-14,1.5651
3-Dec-14,1.57
4-Dec-14,1.5707
5-Dec-14,1.56
8-Dec-14,1.5625
9-Dec-14,1.5694
10-Dec-14,1.5689
11-Dec-14,1.5712
12-Dec-14,1.5728
15-Dec-14,1.5663
16-Dec-14,1.5736
17-Dec-14,1.5652
18-Dec-14,1.5662
19-Dec-14,1.5609
22-Dec-14,1.5618
23-Dec-14,1.5517
24-Dec-14,1.5549
25-Dec-14,ND
26-Dec-14,ND
29-Dec-14,1.5524
30-Dec-14,1.5573
31-Dec-14,1.5578
1-Jan-15,ND
2-Jan-15,1.5361
5-Jan-15,1.5234
6-Jan-15,1.5174
7-Jan-15,1.5073
8-Jan-15,1.5118
9-Jan-15,1.5151
12-Jan-15,1.5168
13-Jan-15,1.5166
14-Jan-15,1.5234
15-Jan-15,1.5161
16-Jan-15,1.5132
19-Jan-15,ND
20-Jan-15,1.5162
21-Jan-15,1.5118
22-Jan-15,1.5052
23-Jan-15,1.5022
26-Jan-15,1.5088
27-Jan-15,1.5196
28-Jan-15,1.5165
29-Jan-15,1.5043
30-Jan-15,1.5026
2-Feb-15,1.5027
3-Feb-15,1.5129
4-Feb-15,1.5209
5-Feb-15,1.5293
6-Feb-15,1.5247
9-Feb-15,1.5217
10-Feb-15,1.5252
11-Feb-15,1.5232
12-Feb-15,1.538
13-Feb-15,1.5394
16-Feb-15,ND
17-Feb-15,1.5349
18-Feb-15,1.543
19-Feb-15,1.5451
20-Feb-15,1.5385
23-Feb-15,1.5465
24-Feb-15,1.5434
25-Feb-15,1.5499
26-Feb-15,1.5424
27-Feb-15,1.5439
2-Mar-15,1.5371
3-Mar-15,1.5391
4-Mar-15,1.5266
5-Mar-15,1.5229
6-Mar-15,1.5063
9-Mar-15,1.5097
10-Mar-15,1.5086
11-Mar-15,1.4945
12-Mar-15,1.4907
13-Mar-15,1.4755
16-Mar-15,1.48
17-Mar-15,1.4744
18-Mar-15,1.4686
19-Mar-15,1.4729
20-Mar-15,1.4923
23-Mar-15,1.4936
24-Mar-15,1.487
25-Mar-15,1.4915
26-Mar-15,1.4844
27-Mar-15,1.4878
30-Mar-15,1.4792
31-Mar-15,1.485
1-Apr-15,1.4823
2-Apr-15,1.4842
3-Apr-15,1.4916
6-Apr-15,1.4959
7-Apr-15,1.4857
8-Apr-15,1.4924
9-Apr-15,1.4739
10-Apr-15,1.4648
13-Apr-15,1.4658
14-Apr-15,1.479
15-Apr-15,1.4782
16-Apr-15,1.4923
17-Apr-15,1.4942
20-Apr-15,1.4913
21-Apr-15,1.4944
22-Apr-15,1.5027
23-Apr-15,1.5047
24-Apr-15,1.5176
27-Apr-15,1.5235
28-Apr-15,1.5328
29-Apr-15,1.5485
30-Apr-15,1.5328
1-May-15,1.5137
4-May-15,1.5118
5-May-15,1.5178
6-May-15,1.5244
7-May-15,1.5223
8-May-15,1.5455
11-May-15,1.5593
12-May-15,1.5685
13-May-15,1.5748
14-May-15,1.5766
15-May-15,1.5772
18-May-15,1.5679
19-May-15,1.5523
20-May-15,1.5544
21-May-15,1.5672
22-May-15,1.5484
25-May-15,ND
26-May-15,1.5398
27-May-15,1.5324
28-May-15,1.5291
29-May-15,1.5286
1-Jun-15,1.5187
2-Jun-15,1.5331
3-Jun-15,1.5351
4-Jun-15,1.5367
5-Jun-15,1.5267
8-Jun-15,1.528
9-Jun-15,1.5383
10-Jun-15,1.553
11-Jun-15,1.5493
12-Jun-15,1.5587
15-Jun-15,1.5572
16-Jun-15,1.5637
17-Jun-15,1.5708
18-Jun-15,1.5882
19-Jun-15,1.5881
22-Jun-15,1.5823
23-Jun-15,1.5751
24-Jun-15,1.5681
25-Jun-15,1.5728
26-Jun-15,1.5739
29-Jun-15,1.5764
30-Jun-15,1.5727
1-Jul-15,1.5617
2-Jul-15,1.5614
3-Jul-15,ND
6-Jul-15,1.5619
7-Jul-15,1.5443
8-Jul-15,1.5353
9-Jul-15,1.5375
10-Jul-15,1.5503
13-Jul-15,1.5518
14-Jul-15,1.5584
15-Jul-15,1.5621
16-Jul-15,1.5601
17-Jul-15,1.5624
20-Jul-15,1.5587
21-Jul-15,1.555
22-Jul-15,1.5617
23-Jul-15,1.5533
24-Jul-15,1.5514
27-Jul-15,1.5595
28-Jul-15,1.5617
29-Jul-15,1.5624
30-Jul-15,1.5581
31-Jul-15,1.5634
3-Aug-15,1.5603
4-Aug-15,1.5612
5-Aug-15,1.5604
6-Aug-15,1.5521
7-Aug-15,1.5467
10-Aug-15,1.5546
11-Aug-15,1.5572
12-Aug-15,1.5639
13-Aug-15,1.5595
14-Aug-15,1.5625
17-Aug-15,1.5598
18-Aug-15,1.5658
19-Aug-15,1.5645
20-Aug-15,1.5688
21-Aug-15,1.5698
24-Aug-15,1.5731
25-Aug-15,1.5698
26-Aug-15,1.5493
27-Aug-15,1.5411
28-Aug-15,1.5362
31-Aug-15,1.5363
1-Sep-15,1.5341
2-Sep-15,1.531
3-Sep-15,1.5254
4-Sep-15,1.5195
7-Sep-15,ND
8-Sep-15,1.5381
9-Sep-15,1.5363
10-Sep-15,1.5457
11-Sep-15,1.5426
14-Sep-15,1.5423
15-Sep-15,1.5352
16-Sep-15,1.5499
17-Sep-15,1.5509
18-Sep-15,1.5573
21-Sep-15,1.5506
22-Sep-15,1.5356
23-Sep-15,1.5243
24-Sep-15,1.5254
25-Sep-15,1.5172
28-Sep-15,1.5208
29-Sep-15,1.5168
30-Sep-15,1.5116
1-Oct-15,1.5162
2-Oct-15,1.5216
5-Oct-15,1.5165
6-Oct-15,1.5227
7-Oct-15,1.5315
8-Oct-15,1.5316
9-Oct-15,1.5315
12-Oct-15,ND
13-Oct-15,1.5242
14-Oct-15,1.5445
15-Oct-15,1.5475
16-Oct-15,1.5441
19-Oct-15,1.5471
20-Oct-15,1.547
21-Oct-15,1.5463
22-Oct-15,1.5399
23-Oct-15,1.534
26-Oct-15,1.5361
27-Oct-15,1.5312
28-Oct-15,1.5319
29-Oct-15,1.5296
30-Oct-15,1.5445
2-Nov-15,1.5428
3-Nov-15,1.5404
4-Nov-15,1.5377
5-Nov-15,1.5236
6-Nov-15,1.5071
9-Nov-15,1.5124
10-Nov-15,1.511
11-Nov-15,ND
12-Nov-15,1.5206
13-Nov-15,1.5208
16-Nov-15,1.5204
17-Nov-15,1.5214
18-Nov-15,1.521
19-Nov-15,1.5327
20-Nov-15,1.5199
23-Nov-15,1.5125
24-Nov-15,1.5057
25-Nov-15,1.5109
26-Nov-15,ND
27-Nov-15,1.504
30-Nov-15,1.5044
1-Dec-15,1.5074
2-Dec-15,1.4927
3-Dec-15,1.5088
4-Dec-15,1.51
7-Dec-15,1.5076
8-Dec-15,1.5
9-Dec-15,1.5168
10-Dec-15,1.5176
11-Dec-15,1.5213
14-Dec-15,1.513
15-Dec-15,1.5044
16-Dec-15,1.5013
17-Dec-15,1.4876
18-Dec-15,1.4914
21-Dec-15,1.4906
22-Dec-15,1.4811
23-Dec-15,1.4863
24-Dec-15,1.4943
25-Dec-15,ND
28-Dec-15,1.4883
29-Dec-15,1.4794
30-Dec-15,1.4832
31-Dec-15,1.4746
1-Jan-16,ND
4-Jan-16,1.4686
5-Jan-16,1.4664
6-Jan-16,1.4626
7-Jan-16,1.4579
8-Jan-16,1.4523
11-Jan-16,1.4564
12-Jan-16,1.4403
13-Jan-16,1.447
14-Jan-16,1.4409
15-Jan-16,1.4289
18-Jan-16,ND
19-Jan-16,1.4171
20-Jan-16,1.4167
21-Jan-16,1.4198
22-Jan-16,1.4308
25-Jan-16,1.4245
26-Jan-16,1.4342
27-Jan-16,1.4261
28-Jan-16,1.4351
29-Jan-16,1.4184
1-Feb-16,1.4367
2-Feb-16,1.4399
3-Feb-16,1.4576
4-Feb-16,1.458
5-Feb-16,1.4468
8-Feb-16,1.4415
9-Feb-16,1.4473
10-Feb-16,1.4473
11-Feb-16,1.4448
12-Feb-16,1.446
15-Feb-16,ND
16-Feb-16,1.429
17-Feb-16,1.4317
18-Feb-16,1.4333
19-Feb-16,1.4343
22-Feb-16,1.4157
23-Feb-16,1.404
24-Feb-16,1.3932
25-Feb-16,1.3937
26-Feb-16,1.3867
29-Feb-16,1.3926
1-Mar-16,1.3948
2-Mar-16,1.4059
3-Mar-16,1.4152
4-Mar-16,1.4226
7-Mar-16,1.4256
8-Mar-16,1.4225
9-Mar-16,1.4236
10-Mar-16,1.4306
11-Mar-16,1.4426
14-Mar-16,1.4324
15-Mar-16,1.4166
16-Mar-16,1.41
17-Mar-16,1.449
18-Mar-16,1.4514
21-Mar-16,1.4402
22-Mar-16,1.4217
23-Mar-16,1.4111
24-Mar-16,1.4143
25-Mar-16,1.4131
28-Mar-16,1.425
29-Mar-16,1.4281
30-Mar-16,1.439
31-Mar-16,1.4381
1-Apr-16,1.4204
4-Apr-16,1.4279
5-Apr-16,1.4149
6-Apr-16,1.4162
7-Apr-16,1.4082
8-Apr-16,1.4105
