Date,AMERICAN SHELLED CORN,AMERICAN SWEET CORN,AMERICAN SWEET CORN STEAMED PCK 1PC,AMERICAN SWEET CORN STEAMED PCK 2PC,APPLE FUJI,APPLE FUJI LOOSE,APPLE GOLDEN,APPLE KASHMIR,APPLE PACIFIC ROSE LOOSE,APPLE PACK,APPLE PINK LADY KG,APPLE RED DEL. MEDIUM,APPLE ROYAL GALA LOOSE,APPLE SHIMLA,APPLE VARIETY,BABY CORN PACK,BABY CORN PEELED PACK,BANANA FLOWER UNIT,BANANA KARPOORAVALLI,BANANA NENDRAN  - VWT,BANANA POOVAN,BANANA RAW PC,BANANA RED KG,BANANA ROBUSTA kg,BANANA STEM UNITS,BANANA YELAKKI 10-12PC VAR WT,BEANS BUSH,BEANS CLUSTER,BEANS CLUSTER kg,BEETROOT kg,BITTER GOURD,BLACK GRAPES SEEDLESS,BOTTLE GOURD LOOSE,BRINJAL LONG GREEN 250GM,BRINJAL LONG GREEN kg,BRINJAL LONG VIOLET 250GM,BRINJAL LONG VOILET kg,BRINJAL NAGPUR 250GM,BRINJAL NAGPUR kg,BRINJAL ROUND GREEN 250GM,BRINJAL ROUND VIOLET kg,BRINJAL STRIPPED(VARI) - 250 GMS PK,BRINJAL SUPHAL,BRINJAL VARI kg,BROCOLLI MEDIUM VWT,BUSH BEANS-LOOSE,CABBAGE,CABBAGE CHINESE (MEDIUM),CABBAGE RED,CABBAGE SANDOZE (MEDIUM),CAPSICUM BELL GREEN,CAPSICUM COLOURED,CARROT HILL PREMIUM,CARROT kg,CARROT PLAIN 500GM,CAULIFLOWER CUT PACK,CAULIFLOWER MEDIUM UNIT,CELERY PC,CHANNA WHITE STEAMED PCK,CHERRIES 200g,CHERRY FRESH PACK,CHERRY PACK.,CHILLI GREEN,CHILLI GREEN kg,CHOW CHOW-LOOSE,CHOW CHOW VWT,COCCINEA kg,COCONUT MEDIUM UNIT,COLACASIA,CORIANDER LEAF PC-KOL,CUCUMBER HYB ORGANIC,CUCUMBER HYBRID (MEDIUM) -VWT,CUCUMBER MALABAR,CUCUMBER PACK,CURRY LEAF UNIT,DATES RAW GOLDEN,DRUM STICK PC,FRESH TUTY FRUITY PACK,GARLIC 250 GMS,GARLIC BOLD,GARLIC CHINA,GARLIC HILL,GARLIC PEELED,GARLIC PKT,GARLIC PREMIUM PACK,GINGER (MANGO),GINGER PACK,GOOSEBERRY 250GM,GOOSEBERRY kg,GRAPES BANGALORE BLUE,GRAPES GREEN KG,GRAPES PANEER GULABI,GREEN ONION UNIT,GREEN PEAS PACK,GROUNDNUT PACK,GUAVA JAMA,JUMBO DEHYDRATED AMLA TREAT PACK 50g,JUMBO ROYAL DATES PACK 200g,JUMBO ROYAL DATES PACK 400g,KIWI,KNOL KHOL PLAIN-LOOSE,KNOOL KHOL,LADIES FINGER-OKHRA kg,LADY'S FINGER PACK,LEEK PC,LEMON PACK,LEMON PC,LETTUCE,LITCHI,MANGO ALPHONSO,MANGO BANGENPALLI,MANGO JAWAHAR PASAND,MANGO NEELAM,MANGO RAW LOOSE,MANGOSTEEN KG,MELODY MELON (MEDIUM),METHI UNIT,MINT LEAVES,MUSAMBI PREMIUM KG,MUSHROOM BUTTON 200GM,MUSK MELON KEERNI,MUSK MELON KEERNI KG,MUSK MELON KOREAN LARGE,ONION,ONION BULK PACK KG,ONION ECONOMY 1KG,ONION PREMIUM,ONION PREMIUM 1KG PK,ONION SAMBAR (PEELED),ONION SAMBAR PACK,ONION WHITE,ORANGE,ORANGE IMPORTED,ORANGE KINNOW,PALAK PC-KOL,PAPAYA kg,PAPAYA ORGANIC,PEAR CHINA,PEAR COUNTRY,PEARS COUNTRY MEDIUM 500GM,PINEAPPLE PC,PLUMS LOOSE,POMEGRANATE KABUL PREMIUM KG,POMOGRANATE - KABUL (MEDIUM),POOJA ITEM PACK 1,POTATO,POTATO BABY 500 GMS,POTATO BABY PC,POTATO LOW SUGAR PCK,POTATO PREMIUM,PUMKIN DISCO,PUMPKIN SLICE VWT,RAMBUTAN,RIDGE GOURD(HYBRID),SAN-BANANA HILL,SAPOTA-KG-AHD,SIPPY CORN COB,SIPPY CORN KERNALS 300g,SNAKE GOURD LOOSE,SP DRY COPRA 200 GMS,SPROUT CHENNA WHITE PACK,SPROUT GREEN GRAM PACK,SPROUT PEANUT 200GM,SPROUTS- NAVA RATHENA,SPROUTS - CORN,SPROUTS - MIXED,SUN MELON,SWEET CORN COMBI PACK,SWEET CORN STEAMED CHAT MASALA KERNEL PK,SWEET CORN STEAMEDPERI MASALA KERNEL PK,TOMATO,TOMATO HYBRID,TOMATO HYBRID PREMIUM-KG,WATERMELON KIRAN,WATERMELON VAR WT,WET DATES KIMIA PACK,WET DATES KRAFT 200g,WOOD APPLE PC,YAM SLICE VWT
9/13/2014,3,1,0,0,0,0,0,0,0,4,0,1.38,0.24,15.33,6,1,2,2,2.01,0,2.75,6,0,0.47,0,0.58,5,1,0,0,1.26,0,0.6,0,0,1,0,4,0,0,0,3,2.2,0,0,0,1.62,0,0,0,3.44,0,0,0.5,4,0,5,0,2,0,0,1,8,0,0,0,0.51,12,3,10,0,2.89,0,5,0,0,3,0,0,5,0,1,1,2,0,0,1,0,0.24,0,0.38,0,9,0,0,0,0,0,0,0,0,0,0,10,0,4,2,0,0,0,0,0,0,0,0,1.4,9,2,3.14,0,0,0,0,11.75,2.99,0,1,0,1,2,0,0,0,0,7,2.33,0,0,0,0,2,0,0,10.57,0,7.69,1,1,0,1,0,0,0,0.29,0,0,0,0,0.55,0,4,1,0,0,0,0,0,0,1,1,12.87,7.74,0,0,0,0,0,0,0
9/14/2014,1,7,0,3,0,0,0,0,0,0,0,0,8.1,31.46,4,1,3,1,0.2,0,3.31,2,0,0,0,0.79,9,4,0,0.55,0,0,0,0,0,2,0,0,0,0,0,9,0.96,0,0,0,2.04,0,0.86,1.3,0.95,0.11,0,0.22,0,0,5,0,2,0,0,0,13,0,0,0,0.35,7,1,8,0,7.3,0,2,0,0,5,0,0,0,0,0,4,1,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,0,11,8,0,0,0,0,0,0,0,0,1.51,9,2,0.79,3,0,1.87,0,6.97,44.17,0,0,0,3,1,0,0,4.46,0,9,8.72,0,0,0,0,0,0,0,22.03,0,12.88,1,0,0,1,0,0,0,0,0,0,0,1,0.5,2,2,0,0,2,0,0,0,0,3,1,24.88,9.17,0,0,0,0,0,0,0
9/15/2014,1,5,0,3,0,0,0,0,0,0,0,0,3.86,5.6,0.9,3,1,0,0,1.47,3.2,3,0,0.38,0,1.18,3,0,0,0,0,0,1.44,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1.53,0,0,0,0,0,9,0,0,0,0,0,6,0,0,0,0.41,7,0,9,0,6.66,0,3,0,0,0,0,0,0,0,0,1,3,0,0,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0.16,0,0,4,0,7,0,0,0,0,0,0,0,0,0,1.16,9,1,2.32,2,0,0,0,5.36,26.29,0,0,0,0,1,0,0,2.63,0,7,0.62,0,0,0,0,3,0,0,7.94,0,8.47,0,0,0,1,1.18,0,0,0.6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,14.18,5.21,2,0,0,0,0,0,0
9/16/2014,0,1,0,2,0,0.45,0,0,0,1,0,0,0.47,1.68,1.48,1,1,0,1.7,2.13,0.77,4,0,0,0,1.05,3,3,0,0.28,0,0,2.18,0,0,0,0,4,0,0,0,4,0.81,0,0,0,1.28,0,0,1.72,3.22,0,0,0,7,0,8,0,1,0,0,0,8,0,0,0,0.24,3,0,13,1,6.36,0,1,0,0,0,0,0,0,1,0,2,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,0,9,9,0,0,0,0,0,0,0,0,3.54,11,8,0,6,0,0,0,6.66,28.87,0,0,0,0,0,0,2.33,2.66,0,5,0,0,0,0,0,0,0,0,0.69,0,12.12,0,0,0,1,0,0,0,0,0,0,1,0,1.4,0,0,0,0,0,0,0,0,0,1,0,12.39,7.74,1,0,0,0,0,0,0
9/17/2014,0,3,0,0,0,0,0,0,0,0,0,0.86,0,20.02,1.17,1,0,0,0.7,1.05,3.49,0,0,1.96,0,1.34,5,4,0,0,0.3,0,2.22,0,0,0,0,3,0,0,1,4,1.08,0,0,0,1.81,0,0,1.26,1.22,0,0,0,4,0,4,0,1,0,0,0,3,0,0,0,0,6,0,11,3,1.18,0,1,0,0,0,0,0,1,2,0,2,1,0,0,4,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,12,0,6,2,0,0,0,0,0,0,0,0,12.32,12,4,5.62,0,0,0,0.74,6.29,3.03,0,0,0,3,1,0,0,1.17,0,10,0,0,0,0,0,2,0,0,17.18,0,3.93,2,1,0,2,0,0,0,0.44,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,17.22,6.25,1,0,0,0,0,0,0
9/18/2014,0,5,0,3,0,0,0,0,0,0,0,1.38,0,17,0,1,2,0,0.71,0.74,4.65,5,0.27,0,4,0.51,0,3,0,0.95,0.23,0,2.54,0,0,0,0,3,0,1,0,6,0,0,0,0,0,0,0,2.16,1.26,0,0,0,5,0,11,0,1,0,0,0,8,0,0,0,0,5,0,7,0,5.32,0,5,0,0,0,0,0,1,3,0,4,2,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,1.54,4,3,4.64,5,0,0,0,7.53,2,0,0,0,2,0,0,0,2.95,0,11,1.23,0,0,0,0,1,0,0,7.43,0,8.42,1,1,0,0,0,0,0,0,0,0,0,0,1.93,0,0,0,0,0,0,0,0,0,3,1,3.07,0.47,5,0,0,0,0,0,0
9/19/2014,1,2,0,0,0,0,0,0,0,0,0,4.52,0.32,14.46,0,2,0,0,1.08,0.61,1.44,1,1.63,0,0,0.74,6,5,0,0.84,0.32,0,2.79,0,0,0,0,11,0,0,0,0,0,0,0,0,1.15,0,0,2.36,3.08,0,0,0,3,0,2,0,0,0,0,0,6,0,0,0,0,8,0,11,0,1.93,0,2,0,0,0,0,0,1,0,1,1,2,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,13,0,12,1,0,0,0,0,0,0,0,0,0,9,1,6.66,2,0,0,0,13.14,0,0,0,0,8,1,0,0,1.61,0,10,0,0,0,0,0,2,0,0,12.44,0,9.67,0,1,0,1,0,0,0,1.52,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,8.13,4.06,4,0,0,0,0,0,0
9/20/2014,0,7,0,2,0,0,0,0,0,0,0,2.34,0,44.36,0,4,1,0,1.65,3.02,4.46,12,0,0,0,1.45,3,7,0,0.33,0.65,0,0.49,0,0,0,0,3,0,0,0,3,1.85,0,0,0,2.63,0,0,3.15,2.72,0,0,0,11,0,8,0,0,0,0,0,11,0,0,0,0.59,13,0,14,0,4.14,0,5,0,0,2,0,0,1,1,0,2,4,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,28,0,10,7,0,0,0,0,0,0,0,0,7.4,14,7,7.03,0,0,0,0,20.7,0,0,0,0,3,1,0,0,5.39,0,8,0.58,0,0,0,0,1,0,0,15.26,0,11.82,0,0,0,3,0.36,0,0,0.2,0,0,1,0,3.03,0,0,2,0,4,0,3,0,0,2,3,17.02,8.25,2,0,0,1,0,0,0
9/21/2014,0,4,0,2,0,0,0,0,0,0,0,2.73,0,46.7,0.24,4,0,0,0.36,1.7,5.64,8,0,1.98,0,1.43,8,5,0,0.75,1.43,0,1.09,0,0,0,0,5,0,0,0,11,0.91,0,0,0,0.95,0,0,4.89,3.87,0,0,0,13,0,9,0,1,0,0,1,18,0,0,0,1.18,8,2,10,0,5.42,0,5,0,0,10,0,0,2,0,0,1,1,0,0,6,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,31,0,8,9,0,0,0,0,0,0,0,0,3.56,5,5,2.87,0,0,0,0,26.85,3,0,2,0,3,0,0,0,2.92,0,6,0,0,0,0,0,3,0,0,25.9,0,9.68,1,1,0,8,0.34,0.33,0,2.85,0,0,1,0,0.7,2,4,5,0,1,0,0,0,0,0,2,8.47,15.59,9,0,0,0,0,0,0
9/22/2014,0,3,0,0,0,0,0,0,0,0,0,6.57,0,2.55,0,1,0,0,0.34,0.6,1.2,5,0,0,0,1.97,7,1,0,0,0.43,0,0,0,0.31,0,0,7,0,0,0,7,0.29,0,0,0,1.69,0,0,0.8,2.62,0,0,0,4,0,8,0,0,0,0,0,5,0,0,0,0,2,0,11,0,2.6,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,5,2,0,0,0,0,0,0,0,0,0,9,0,3.04,7,0,0,0,6.6,0,0,2,0,0,0,0,0,2.83,0,13,1.44,0,0,0,0,2,0,0.18,13.37,0,7.99,2,0,0,3,0,0,0,0,0,0,2,0,0.2,0,0,0,0,1,0,0,0,0,0,1,6.13,5.73,5,0,0,0,0,0,0
9/23/2014,1,3,0,3,0,0,0,0,0,0,0,0,0,23.68,0,0,2,0,0.93,1.55,1.44,5,0.63,0,0,1.93,0,8,0,1.21,0,0,3.77,0,0,0,0.3,8,0,0,0,6,1.34,0,0,0,0,0,0,3.04,0.87,0,0,0,1,0,6,0,0,0,0,0,5,0,0,0,0.35,2,2,1,0,3.28,0,2,0,0,0,0,0,1,2,0,1,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,1,6,0,0,0,8,0,8,2,0,0,0,0,0,0,0,0,6.11,10,7,3.81,0,0,0,0,12.46,0,0,4,0,0,0,0,0,1.4,0,7,2.42,0,0,0,0,2,0,0,7.51,0,10.21,0,0,0,0,0,0,0,0.9,0,0,1,0,1.25,0,0,0,0,0,0,0,0,0,0,1,7.61,10.03,4,0,0,0,0,0,0
9/24/2014,0,5,0,0,0,0,0,0,0,0,0,0,0,17.54,0,1,4,0,0.87,2.06,2.77,0,-0.63,1.51,0,0.47,6,5,0,0.13,0.2,0,0.45,0,0,0,0,2,0,0,0,2,0.72,0,0,0,0,0,0,0.69,0.44,0,0,0,5,0,6,0,1,0,0,0,4,0,0,0,0,8,1,4,0,1.76,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,9,0,8,7,0,0,0,0,0,0,0,0,3.41,4,2,8.5,3,0,0,0,10.95,0,0,1.03,2,3,0,0,2.37,0.35,0,0,4.21,0,0,0.61,0,1,0,0,4.24,0,7.3,0,0,0,4.93,0,0,0,0.36,0,0,0,0,0.3,0,0,1,0,0,0,1,0,0,1,1,6.91,7.91,5,0,0,0,0,0,0
9/25/2014,0,1,0,0,0,0,0,0,0,0,0,0.17,0,12.32,0,1,1,0,0.36,0.89,2.33,0,0,2.49,0,2.12,0,4,0,0.12,0.29,0,0,0,0,1,0,5,0,0,0,1,3.84,0,0,0,2.15,0,0,0.5,2.38,0,0,0,3,0,4,0,0,0,0,0,6,0,0,0,0,12,6,9,0,3.8,0,4,0,0,0,0,0,3,2,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7,0,3,7,0,0,0,0,0,0,0,0,3.06,12,3,5.94,5,0,0,0,9.41,0,0,1,0,3,1,0,2.22,1.91,0,0,2.02,0,0,0.6,0,0,0,0,2.46,0,2.02,1,0,0,0,0.59,0,0,0.5,0,0,2,0,0.36,0,0,0,0,0,0,2,0,0,0,0,5.54,1.06,3,0,0,0,0,0,0
9/26/2014,2,4,0,1,0,0,0,0,0,0,0,6,0.52,21.93,0,1,4,0,3.56,3.26,3.32,3,0,0,0,3.17,4,1,0,1.08,0.17,0,0,0,0,1,0,7,0,0,0,0,1.86,0,0,0,0.39,0,0,0,0.23,0,0,0,3,0,3,0,0,0,0,0,10,0,0,0,0.45,7,2,7,0,0.99,0,1,0,0,0,0,0,1,2,0,1,0,0,0,3,1,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,14,0,8,7,0,0,0,0,0,0,0,0,0,0,1,1.22,0,0,0,0,4.29,1.98,0,2,0,3,0,0,1.64,1.6,0,4,7.71,0,0,0.65,0,1,0,0,12.08,0,2.54,0,2,0,0,0.52,0,0,0.61,0,0,0,0,0.46,0,3,0,0,0,0,1,0,0,0,1,8.09,2.29,10,0,0,0,0,0,0
9/27/2014,0,3,0,0,0,0,0,0,0,0,0,1.05,0,15.17,0,0,1,0,0.44,0.18,2.66,0,0,1.29,0,2.57,4,1,0,1.42,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0.69,0,0,0.95,1.7,0,0,0,5,0,7,0,0,0,0,0,1,0,0,0,0.63,7,1,12,0,0.52,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,19,0,7,0,0,0,0,0,0,0,0,0,0,5,8,8.84,0,0,0,0,36.56,1.02,0,0,0,0,0,0,2.37,0.35,0,4,3.23,0,0,0.59,4,0,0,0,17.21,0,8.22,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,1,0,12.12,7.44,5,0,0,0,0,0,0
9/28/2014,0,3,0,2,0,0,0,0,0,3,0,2.29,0.4,53.06,0,2,3,0,1.24,2.16,6.91,4,0,2.25,0,2.35,2,6,0,0.35,0,0,1.16,0,0,0,0,3,0,0,0,11,1.51,0,0,0,0.67,0,0,3.55,2.1,0,0,0,6,0,1,0,2,0,0,0,11,0,0,0,1.08,6,4,0,1,6.64,0,1,0,0,0,0,0,1,0,0,3,4,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,11.55,0,0,12.3,4,0,0,0,2.82,0,0,0,0,3,2,0,1.2,3.4,0,0,4.99,0,0,0.5,3,0,0,0,30.71,0,1.28,5,0,0,0,0.59,0,0,0,0,0,0,0,0.63,0,0,1,0,1,0,1,0,0,1,4,10.36,2.49,10,0,0,1,0,0,0
9/29/2014,0,0,0,0,0,0,0,0,5.8,0,0,1.85,0,14.89,0,1,0,0,2.48,3.88,1.24,6,0,0,0,2.63,0,1,0,0,0.61,0,0.74,0,0,0,0,2,0,0,0,3,0.33,0,0,0,1.86,0,0,1.83,1.63,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,1.68,4,4,0,0,1.83,0,2,0,0,0,0,0,2,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10.48,0,0,0,3,0,0,0,0,0,0,1,0,1,1,0,1.02,4.12,0,0,4.77,0,0,1,0,1,0,0,7.64,0,7.93,1,0,0,1,0,0,0,0,0,0,6,0,0.8,1,0,0,0,0,0,2,0,0,0,0,4.56,8.59,1,2.16,0,0,0,0,0
9/30/2014,0,1,0,0,0,0,0,0,7.76,0,0,2.6,0,19,2.64,0,0,0,0,1,1.74,1,0,0,0,2.87,0,2,0,0.23,0.22,0,2.02,0,0,0,0,0,0,2,0,3,0.67,0,0,0,1.25,0,0,1.72,0.1,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,0,7,1,10,0,1.85,0,1,0,0,0,0,0,1,1,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,8,0,0,0,14,0,10,0,0,0,0,0,0,0,0,0,3.79,0,1,7.46,0,0,0,0,8.77,0,0,5,0,1,1,0,0,2.99,0.42,0,1.14,0,0,0,2,0,0,0,17.18,0,8.52,0,1,0,1,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.07,2.65,2,1.72,0,0,0,0,0
