"V1","V2"
16151,66.125
16152,158.666666666667
16153,245.708333333333
16154,224.208333333333
16155,317.875
16156,257.416666666667
16157,151.458333333333
16158,38.7916666666667
16159,34.2916666666667
16160,155.291666666667
16161,130.291666666667
16162,105.458333333333
16163,23.375
16164,32.2916666666667
16165,26.5
16166,57.7916666666667
16167,99.9583333333333
16168,168.041666666667
16169,146.583333333333
16170,86.2173913043478
16171,61.4166666666667
16172,119.625
16173,163.25
16174,238.181818181818
16175,66.6666666666667
16176,68.75
16177,118.75
16178,142.708333333333
16179,64
16180,68.25
16181,50.7916666666667
16182,77.4166666666667
16183,121.208333333333
16184,113.666666666667
16185,121.041666666667
16186,39.5416666666667
16187,67.3333333333333
16188,69.125
16189,105.708333333333
16190,111.875
16191,121.583333333333
16192,37.7916666666667
16193,81.0833333333333
16194,47.4166666666667
16195,46.625
16196,101.5
16197,89.4166666666667
16198,87.75
16199,67.625
16200,54.375
16201,30.6666666666667
16202,47.3333333333333
16203,58.6666666666667
16204,22.875
16205,85.875
16206,74.9166666666667
16207,67.7083333333333
16208,102.916666666667
16209,112.875
16210,85.8636363636364
16211,102
16212,136.458333333333
16213,80.9166666666667
16214,89.625
16215,71.4166666666667
16216,20.4166666666667
16217,29.9166666666667
16218,31.4166666666667
16219,46.8333333333333
16220,90.9583333333333
16221,115.75
16222,50.7083333333333
16223,33.4166666666667
16224,41.4583333333333
16225,63.6521739130435
16226,67.8695652173913
16227,55.3478260869565
16228,12.5217391304348
16229,36.2173913043478
16230,30.3333333333333
16231,78.0416666666667
16232,43.9166666666667
16233,31.625
16234,59.7083333333333
16235,47.5
16236,115.666666666667
16237,138.5
16238,75.875
16239,71.3809523809524
16240,123.833333333333
16241,45.875
16242,54.5416666666667
16243,33.7916666666667
16244,23.0416666666667
16245,54.0833333333333
16246,97.1666666666667
16247,116.833333333333
16248,17.2083333333333
16249,20.25
16250,49.75
16251,69.625
16252,101.583333333333
16253,69.5
16254,217.5
16255,199.208333333333
16256,121.291666666667
16257,191.291666666667
16258,149.875
16259,81.375
16260,24.625
16261,31.375
16262,30.8333333333333
16263,14.5263157894737
16264,22.1666666666667
16265,29.9166666666667
16266,52.0833333333333
16267,110.291666666667
16268,146.791666666667
16269,115.75
16270,61.25
16271,60.5416666666667
16272,24.875
16273,14.7727272727273
16274,24.75
16275,69.9583333333333
16276,73.1666666666667
16277,93
16278,97.5833333333333
16279,102.541666666667
16280,107
16281,137.916666666667
16282,179.666666666667
16283,127.75
16284,96.625
16285,102.916666666667
16286,32
16287,22.7916666666667
16288,36.75
16289,61.5833333333333
16290,59.0416666666667
16291,77.9166666666667
16292,36.375
16293,22.4166666666667
16294,26.0833333333333
16295,27
16296,28.4166666666667
16297,43.4166666666667
16298,65.375
16299,48.0833333333333
16300,56.4545454545455
16301,77.2083333333333
16302,91.9333333333333
16303,117.541666666667
16304,58.2083333333333
16305,117.75
16306,19.7916666666667
16307,15.7916666666667
16308,23.3333333333333
16309,56.5416666666667
16310,83.75
16311,86.1666666666667
16312,149.208333333333
16313,89.4583333333333
16314,112.375
16315,25.5416666666667
16316,13.1666666666667
16317,43.4166666666667
16318,96.0833333333333
16319,134.583333333333
16320,141.416666666667
16321,8.91666666666667
16322,39.7916666666667
16323,69.1666666666667
16324,95.0833333333333
16325,68.0833333333333
16326,64.5
16327,44.5833333333333
16328,18.0833333333333
16329,47.4090909090909
16330,36.6666666666667
16331,68.875
16332,99.4347826086957
16333,138.708333333333
16334,89.7083333333333
16335,108.875
16336,63.9545454545455
16337,33.5
16338,121.25
16339,140.291666666667
16340,35.5833333333333
16341,66.875
16342,52.3333333333333
16343,28.2916666666667
16344,82.7083333333333
16345,67.4166666666667
16346,128.333333333333
16347,84.5416666666667
16348,33.8333333333333
16349,36
16350,152.583333333333
16351,308.833333333333
16352,378.041666666667
16353,321.125
16354,184.25
16355,6.79166666666667
16356,16.6666666666667
16357,51.8333333333333
16358,49.0416666666667
16359,42.625
16360,117.583333333333
16361,211.583333333333
16362,273.958333333333
16363,209.391304347826
16364,45.2083333333333
16365,94.875
16366,147.25
16367,267.833333333333
16368,366.958333333333
16369,71.5
16370,33
16371,69.3333333333333
16372,135.583333333333
16373,190.166666666667
16374,185.5
16375,43.2083333333333
16376,7.95833333333333
16377,27.2083333333333
16378,131.708333333333
16379,70.0833333333333
16380,15.4347826086957
16381,53.0833333333333
16382,80.25
16383,65.5
16384,81.3333333333333
16385,43.7083333333333
16386,6.54166666666667
16387,27.0434782608696
16388,46.1666666666667
16389,173.791666666667
16390,111.5
16391,26.7083333333333
16392,91
16393,327.041666666667
16394,328.85
16395,74.3125
16396,48.0833333333333
16397,133.583333333333
16398,89.875
16399,182.875
16400,308.291666666667
16401,62.25
16402,103.083333333333
16403,302.5
16404,83.3333333333333
16405,13.6666666666667
16406,56.2916666666667
16407,20.7083333333333
16408,9
16409,44.8636363636364
16410,68.9583333333333
16411,51.75
16412,58.2222222222222
16413,358.615384615385
16414,130.75
16415,24.375
16416,13.875
16417,51.3333333333333
16418,102.458333333333
16419,82.0416666666667
16420,11.25
16421,104.833333333333
16422,173.166666666667
16423,66.625
16424,9.93333333333333
16425,20.5416666666667
16426,98.9583333333333
16427,96.5
16428,14.4166666666667
16429,30.0416666666667
16430,173.166666666667
16431,247.916666666667
16432,196.416666666667
16433,151.791666666667
16434,38.625
16435,10.4583333333333
16436,54.5833333333333
16437,63.5416666666667
16438,209.25
16439,201.166666666667
16440,90.875
16441,43.1666666666667
16442,73.6666666666667
16443,168.25
16444,99.7916666666667
16445,178.75
16446,34.7083333333333
16447,109.166666666667
16448,194.541666666667
16449,238.083333333333
16450,374.826086956522
16451,88.5
16452,72.3333333333333
16453,78.0416666666667
16454,50
16455,89
16456,16.4583333333333
16457,122.291666666667
16458,227.166666666667
16459,80.0416666666667
16460,126.521739130435
16461,88
16462,20.9166666666667
16463,45.3333333333333
16464,58.625
16465,11.375
16466,39.7619047619048
16467,84.9583333333333
16468,152.708333333333
16469,106.130434782609
16470,10.9166666666667
16471,27.8333333333333
16472,73.5416666666667
16473,8.95833333333333
16474,29.2083333333333
16475,118.875
16476,131.375
16477,47.8095238095238
16478,35.5
16479,147.826086956522
16480,268.5
16481,285.041666666667
16482,110.875
16483,27.4583333333333
16484,47.4166666666667
16485,192.782608695652
16486,139.041666666667
16487,147.375
16488,42.7083333333333
16489,57.4166666666667
16490,169.25
16491,61.9583333333333
16492,15.2916666666667
16493,26.8333333333333
16494,141.458333333333
16495,39.625
16496,63.9166666666667
16497,7.75
16498,24.25
16499,112.291666666667
16500,207.791666666667
16501,228.041666666667
16502,113.958333333333
16503,7.54166666666667
16504,31.5
16505,46.2916666666667
16506,77.4583333333333
16507,69.1666666666667
16508,103.833333333333
16509,118.125
16510,216.125
16511,194.791666666667
16512,50.7916666666667
16513,92.5833333333333
16514,43.5416666666667
16515,18.6086956521739
16516,22.0416666666667
16517,36.4583333333333
16518,87.25
16519,120.5
16520,98.875
16521,84.8571428571429
16522,30.6666666666667
16523,93.8095238095238
16524,154.666666666667
16525,125.958333333333
16526,53.875
16527,35.8333333333333
16528,31.1666666666667
16529,66.5
16530,56.4166666666667
16531,21.6875
16532,25.75
16533,102.625
16534,166.75
16535,157.583333333333
16536,150.25
16537,17.4583333333333
16538,36.7916666666667
16539,64.4583333333333
16540,156.916666666667
16541,36.3913043478261
16542,79.5416666666667
16543,138.5
16544,61.0416666666667
16545,74.7083333333333
16546,61.5
16547,53.7083333333333
16548,57.2083333333333
16549,62.375
16550,89.9166666666667
16551,109.166666666667
16552,91.4166666666667
16553,49.9583333333333
16554,118.458333333333
16555,116.875
16556,120.791666666667
16557,45.125
16558,48.125
16559,25.0833333333333
16560,49.8333333333333
16561,25.0833333333333
16562,50.4166666666667
16563,55.8333333333333
16564,37.5238095238095
16565,42.875
16566,27.4347826086957
16567,33.8333333333333
16568,74.375
16569,20.625
16570,32.25
16571,50.4166666666667
16572,133.375
16573,59.6666666666667
16574,12.6666666666667
16575,15.75
16576,36.7916666666667
16577,63.5
16578,98.1666666666667
16579,114.875
16580,96.25
16581,83.1666666666667
16582,99.9166666666667
16583,108.5
16584,71.3333333333333
16585,66.7916666666667
16586,59.4166666666667
16587,105.25
16588,36.5833333333333
16589,35.1666666666667
16590,47.375
16591,49.0833333333333
16592,22.8333333333333
16593,16.125
16594,19.4166666666667
16595,53.1666666666667
16596,75.4166666666667
16597,22.1666666666667
16598,6.625
16599,15.8095238095238
16600,19.1666666666667
16601,83.304347826087
16602,94.375
16603,37.625
16604,19.5416666666667
16605,22.0416666666667
16606,24.375
16607,42.7916666666667
16608,82.5833333333333
16609,157.666666666667
16610,89.0833333333333
16611,95.8333333333333
16612,76
16613,72.7916666666667
16614,117.583333333333
16615,88.3333333333333
16616,12.7916666666667
16617,17.375
16618,8.375
16619,25.1666666666667
16620,32.2608695652174
16621,54.625
16622,57.875
16623,57.75
16624,99.875
16625,59.0833333333333
16626,43.8333333333333
16627,85.8333333333333
16628,91.5833333333333
16629,43.5416666666667
16630,32.9565217391304
16631,35.75
16632,37.2916666666667
16633,35.9583333333333
16634,42.8333333333333
16635,69.7916666666667
16636,83.0416666666667
16637,107.916666666667
16638,53.2083333333333
16639,43.4166666666667
16640,52.0416666666667
16641,80.9166666666667
16642,102.833333333333
16643,57
16644,50.6666666666667
16645,81.125
16646,37.875
16647,23.9166666666667
16648,72.4583333333333
16649,65.375
16650,60.5833333333333
16651,20.9166666666667
16652,71
16653,57.5416666666667
16654,82.3333333333333
16655,45.75
16656,54.3333333333333
16657,45.625
16658,87.0416666666667
16659,83.125
16660,109.125
16661,58.4583333333333
16662,22.5833333333333
16663,40.9583333333333
16664,73.2083333333333
16665,45.0434782608696
16666,54
16667,30.25
16668,14.5833333333333
16669,18.5416666666667
16670,18.9166666666667
16671,15.25
16672,15.4583333333333
16673,10.7916666666667
16674,12.4583333333333
16675,15.4166666666667
16676,26.9583333333333
16677,27.7916666666667
16678,28.2083333333333
16679,10.9166666666667
16680,8.58333333333333
16681,15.3333333333333
16682,49.7916666666667
16683,20.5833333333333
16684,17.1666666666667
16685,27.0416666666667
16686,60.1666666666667
16687,35.7916666666667
16688,8.83333333333333
16689,9
16690,7.625
16691,18.9583333333333
16692,58.5909090909091
16693,105.875
16694,127.166666666667
16695,138.75
16696,73.0416666666667
16697,19.0416666666667
16698,80.2916666666667
16699,79.7083333333333
16700,115.875
16701,28.6666666666667
16702,89.875
16703,19.8260869565217
16704,27.625
16705,45.8333333333333
16706,47.6666666666667
16707,41.5
16708,23.375
16709,11.8571428571429
16710,23.0833333333333
16711,23.0833333333333
16712,109.708333333333
16713,202.5
16714,267.708333333333
16715,219.958333333333
16716,8.95833333333333
16717,18.5652173913043
16718,6.26315789473684
16719,7.04166666666667
16720,13.7083333333333
16721,40.4583333333333
16722,115.5
16723,112.583333333333
16724,214.5
16725,302.666666666667
16726,51.25
16727,63.5
16728,75.1666666666667
16729,52.125
16730,29.9166666666667
16731,51.625
16732,51.0833333333333
16733,30.2916666666667
16734,30.5833333333333
16735,14.7083333333333
16736,7.75
16737,9.16666666666667
16738,25.6666666666667
16739,45.5
16740,75.5
16741,90.7916666666667
16742,165.291666666667
16743,207.583333333333
16744,102.791666666667
16745,17.25
16746,15.3333333333333
16747,54.4166666666667
16748,144.208333333333
16749,136.125
16750,117.708333333333
16751,165.583333333333
16752,206.666666666667
16753,259.291666666667
16754,202.083333333333
16755,56.7083333333333
16756,55.125
16757,62.0833333333333
16758,82.75
16759,68.5416666666667
16760,47.7916666666667
16761,50.375
16762,25.625
16763,31.4166666666667
16764,49.7083333333333
16765,36.0833333333333
16766,251.375
16767,300.541666666667
16768,253.166666666667
16769,412.75
16770,464.375
16771,6.75
16772,9.54166666666667
16773,29.375
16774,40.5416666666667
16775,160
16776,183.25
16777,270.916666666667
16778,266.208333333333
16779,96.875
16780,44.8333333333333
16781,159.041666666667
16782,188.125
16783,144.375
16784,6.08333333333333
16785,7.58333333333333
16786,60.695652173913
16787,74.2916666666667
16788,171
16789,238.208333333333
16790,241.125
16791,336.958333333333
16792,254.541666666667
16793,100.416666666667
16794,537.25
16795,254.333333333333
16796,56.2083333333333
16797,112.416666666667
16798,331.875
16799,101.75
16800,70.875
